TotalFile:3900	PakTime:2010-4-26 18:54:34	PakTimeSave:4bd570ea	CRC:9ac01ea
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
623	2ced1a9c	2009-6-21 20:16:0	\setting\domainbattle\task\npc_pos.txt	7503	2782	4	c371b9ee
624	2cf6a495	2008-9-12 16:2:10	\setting\map\map_info\funiushanhoushan\npc\shirene.txt	349	210	4	23ca58f7
625	2d01cb1f	2009-6-30 15:20:43	\setting\event\guessgame\question.txt	9179	4418	4	81785e03
626	2d08b3bc	2009-9-26 20:57:29	\setting\player\ladderid.txt	4192	907	4	2b973aaa
627	2d17a634	2009-4-22 18:13:49	\setting\map\map_info\hailingwangmu\trap\trap5.txt	405	152	4	17fae698
628	2d19e68c	2007-9-6 17:6:19	\setting\map\map_info\chamagudao\npc\area1.txt	1903	745	4	99eeddaa
629	2d236633	2008-9-27 10:16:25	\setting\map\map_info\linanfu_huifu\trap\to_zhuxifu.txt	167	83	4	28521491
630	2d639851	2008-1-28 19:45:24	\setting\map\map_info\jiulaodong_3\info.txt	229	175	4	92bb7e25
631	2d6f1203	2009-6-20 17:57:54	\setting\map\map_info\qinshihuangling_5\trap\trap_f4_2.txt	447	182	4	3ca06016
632	2d70b615	2009-3-20 12:31:29	\setting\map\map_info\wanglongshan\trap\to_huangwu.txt	208	98	4	b6f5c15f
633	2dc2b1e8	2007-12-22 10:25:55	\setting\battle\map\xiagu\daying1yewai.txt	893	409	4	603cd6fc
634	2dd1e6fd	2007-6-9 12:54:50	\setting\map\map_info\hanshuigudu_shinei\npc\heiyidaoke.txt	307	161	4	6fb1441a
635	2ddd551b	2008-4-2 9:4:6	\setting\map\map_info\hupanzhulin_1\npc\tangmendizi.txt	433	243	4	a305f9bd
636	2de589f5	2010-1-8 16:59:6	\setting\event\jieri\201001_springfrestival\huadeng\hd_dali.txt	713	380	4	c044692c
637	2e49d491	2008-5-24 15:4:12	\setting\map\map_info\baihuazhen_2_xydzh\trap\to_baihuazhen.txt	167	86	4	d2a94adb
638	2e538489	2007-7-2 14:21:0	\setting\map\map_info\jinguohuangling_1\trap\to_jinguohuangling_2.txt	223	92	4	acc0fd1c
639	2e55cf0c	2008-3-25 0:43:48	\setting\map\map_info\baihuazhen_2\npc\heiyiren.txt	727	386	4	afa209da
640	2e55d1a9	2009-6-20 17:57:35	\setting\boss\120smallboss\huo.ini	710	280	4	859802ae
641	2e63cfda	2009-12-25 17:29:52	\setting\mission\gbwlls\league_type\triangle.txt	1193	613	4	19420a4f
642	2e97ca7a	2008-3-25 0:46:0	\setting\map\map_info\meihualing\npc\area2.txt	3793	1580	4	cfea79c4
643	2eb2559f	2007-6-9 12:54:55	\setting\map\map_info\huanhuaxi_shinei\trap\to_exit27.txt	265	129	4	cf9d3b7a
644	2eba2eb7	2008-5-25 23:39:46	\setting\map\map_info\shenmibaoku\trap\to_mima1_1.txt	338	138	4	cc0f687f
645	2ed16760	2008-3-25 16:54:1	\setting\boss\wanlaodian.ini	1123	355	4	5c9d0dcd
646	2ed2d6db	2008-1-21 15:10:7	\setting\map\map_info\baihutangyiceng_xi_1\trap\to_exit.txt	455	158	4	b569193e
647	2ee9119d	2009-1-4 10:4:46	\setting\map\map_info\yuanshisenlin_2_glu2c\info.txt	658	359	4	3d59130f
648	2ef3b687	2008-5-22 16:16:23	\setting\battle\map\xibei\yuanshuaidian3.txt	24	24	0	7aa045da
649	2ef64770	2010-1-28 11:23:13	\setting\item\001\extern\book\high_levelkarma.txt	912	548	4	12e3558f
650	2f214e4f	2008-5-22 16:16:34	\setting\map\map_info\zhanchang_shangu_fengxiang\trap\daying3_houying3.txt	405	179	4	8ec6334c
651	2f218055	2008-4-15 10:51:24	\setting\map\map_info\funiushan\npc\niulanzhaixianfeng.txt	489	273	4	d002e8dc
652	2f3077ba	2009-1-4 10:4:23	\setting\map\map_info\yuanshisenlin_2\info.txt	7089	1769	4	71b0fa26
653	2f38d943	2010-3-26 18:58:10	\setting\npc\droprate\qingming\qingming_jingying.txt	245	154	4	21654994
654	2f43392d	2008-8-29 16:53:50	\setting\map\map_info\funiushanhoushan\trap\guanka3b.txt	433	132	4	b3b61cde
655	2f43af6a	2008-11-27 21:22:33	\setting\map\map_info\changgemen_cefang1\trap\to_changgemen.txt	265	116	4	50acac88
656	2f5f2db4	2009-1-4 9:50:52	\setting\map\map_info\funiushanjunying1\info.txt	2511	910	4	769f3fce
657	2f649fd2	2008-3-25 0:45:46	\setting\map\map_info\longhuhuanjing_2\npc\area2.txt	2329	1056	4	652f4056
658	2f7f3d49	2008-3-6 14:23:43	\setting\map\map_info\balingxian\trap\to_yueyanglou.txt	531	203	4	b5f9d229
659	2f8f3133	2008-5-24 15:13:47	\setting\map\map_info\longhuhuanjing_1_qxzs2\trap\to_longhuhuanjing.txt	139	76	4	df9e178c
660	2f944ea6	2009-9-16 19:52:59	\setting\map\map_info\zhanchang_pingyuan_fengxiang\trap\houying3_daying3.txt	293	129	4	9b40fb66
661	2fa93bc0	2008-3-25 0:46:59	\setting\map\map_info\yuanshisenlin_1\npc\area1.txt	1707	783	4	52e91329
662	2fac832d	2009-5-22 10:58:15	\setting\map\map_info\longzhoubisaichang\trap\pm2.txt	559	187	4	346ad0de
663	2fdff48a	2007-9-28 15:48:37	\setting\map\map_info\jiuyixi\npc\shichangshouwei.txt	349	207	4	197a3bd2
664	2fe3c14a	2009-6-9 15:50:4	\setting\map\map_info\hanfudating\info.txt	550	350	4	25d9bca
665	2ff81d21	2008-3-14 16:48:29	\setting\map\map_info\huanhuaxi\npc\xinbing.txt	69	52	4	338464c3
666	2ffc6840	2010-3-26 18:58:9	\setting\map\map_info\paota\trap\trap_left.txt	419	153	4	5a11295
667	30064cde	2008-8-22 11:0:52	\setting\npc\droprate\worldboss\droprate_boss_yangliu.txt	1013	355	4	adbb8afb
668	30138ac5	2009-3-20 16:39:18	\setting\map\map_info\xiaoyaogu_lv5\trap\57_trap_2.txt	351	155	4	ba0809d6
669	3013e682	2009-5-22 10:58:17	\setting\map\map_info\longzhoubisaichang\trap\to_zhongdian.txt	573	246	4	f7d2c4ff
670	30192688	2007-6-14 14:4:36	\setting\map\map_info\hupanzhulin_1_shinei\trap\to_exit24.txt	195	97	4	5a05a333
671	3031dbed	2007-8-23 18:59:56	\setting\map\map_info\fenglingdu\npc\area1.txt	1469	655	4	e31c5db4
672	303f3e90	2008-8-21 11:28:25	\setting\map\map_info\shugangmijing\npc\area2.txt	1231	513	4	4a1f94f6
673	3041ea8b	2009-6-22 15:47:30	\setting\domainbattle\statuarynpc.txt	245	134	4	7dadc1e1
674	305d8996	2009-1-4 10:5:32	\setting\map\map_info\zhanchang_baomingdian_jin_fengxiang\info.txt	741	339	4	2618dbdb
675	30722a96	2007-6-14 14:4:13	\setting\map\map_info\bangyuanmidong\trap\to_ershang.txt	139	69	4	4400af75
676	3076ac73	2007-6-9 12:56:32	\setting\map\map_info\yanziwu_1\trap\to_tingtaoge.txt	167	74	4	716cd914
677	308478f6	2008-5-24 15:2:43	\setting\map\map_info\lingyinsi\trap\to_exit524.txt	195	96	4	5a051f48
678	308892bc	2009-9-16 19:52:59	\setting\map\map_info\zhanchang_pingyuan_yangzhou\info.txt	1265	461	4	3113ac3e
679	309ecbd3	2007-7-9 10:8:1	\setting\map\map_info\jiangeshudao_shinei\trap\to_exit25.txt	195	96	4	7d9ca62d
680	30b60ff5	2008-8-21 11:28:18	\setting\map\map_info\jiayuguan\npc\area3.txt	1789	730	4	28a94fa9
681	30ef9049	2008-10-27 15:47:42	\setting\map\map_info\mobeicaoyuan\npc\area3.txt	2309	866	4	a49563af
682	30f6fc93	2009-6-9 15:50:0	\setting\map\map_info\caishiji\info.txt	4700	1227	4	5b4ee8d5
683	3102e8c0	2008-11-11 18:16:55	\setting\npc\droprate\droprate007_jingying.txt	1630	526	4	348645e9
684	313bb00c	2009-1-4 9:54:11	\setting\map\map_info\linanfu_houyuan\info.txt	1089	440	4	c7e87344
685	31456e04	2008-12-19 22:45:58	\setting\map\map_info\tianwangbang\trap\to_suoyunyuan.txt	825	254	4	3135db10
686	3147abdc	2008-3-14 17:2:39	\setting\map\map_info\linanfu_shinei\trap\to_exit8.txt	349	162	4	a56e5848
687	314db94f	2008-11-18 17:52:15	\setting\map\map_info\funiushanhoushan\trap\to_exitshanzhuang.txt	405	150	4	92a670a2
688	3157d6c1	2008-1-3 17:12:36	\setting\task\linktask\entity_findequip.txt	10930	1836	4	e83560f5
689	3166d9fd	2010-1-28 17:9:41	\setting\lifeskill\recipe.txt	257849	39050	4	ed61843c
690	317cdd58	2008-5-24 15:11:36	\setting\map\map_info\jiulaofeng_cya\trap\to_jiulaofeng.txt	237	108	4	d81a1341
691	3181cc08	2009-11-20 15:23:46	\setting\achievement\achievement.txt	1895	803	4	360e7772
692	3186be31	2007-8-16 21:21:5	\setting\map\map_info\baihuagu\trap\to_cuiyanmen.txt	741	237	4	2fd16e0
693	31931c1f	2008-5-22 16:16:42	\setting\map\map_info\zhanchang_xibei_xiangyang\trap\houying3_daying3_1.txt	447	200	4	399e1f5b
694	319719d4	2008-5-25 23:39:46	\setting\map\map_info\shenmibaoku\trap\to_chukou.txt	416	153	4	88927e6
695	319d984a	2007-6-9 12:54:13	\setting\map\map_info\baihuazhen_2_shinei\trap\to_exit17.txt	251	120	4	5dbbc837
696	31b7c6f0	2008-7-8 10:3:25	\setting\map\map_info\xiagu3\npc\yanbangdizi.txt	159	117	4	25cd61ce
697	31d0a8cd	2009-1-4 10:5:53	\setting\map\map_info\zhanchang_shangu_fengxiang\info.txt	1259	399	4	66514c8c
698	31e4cfb6	2008-3-12 22:4:53	\setting\map\map_info\caishiji\npc\jianjun.txt	97	80	4	27b1f234
699	31f3c51d	2008-3-6 14:25:1	\setting\map\map_info\yonglezhen\npc\yijunshiwei.txt	41	41	0	9633f530
700	31f69341	2008-3-18 9:17:21	\setting\map\map_info\jianxingfeng\trap\to_kunlunpai.txt	615	203	4	449d3498
701	31f8a2f1	2009-2-11 9:18:10	\setting\map\map_info\kunlunpai\trap\to_jianxingfeng.txt	520	171	4	10116a80
702	320c6d0a	2007-6-9 12:56:45	\setting\map\map_info\yuanshisenlin_2\npc\yirenshouling.txt	55	51	4	5028d723
703	3214a6ea	2007-12-22 10:25:51	\setting\battle\map\xiagu\dajiang3.txt	68	62	4	fba48738
704	32162ab5	2007-8-16 21:21:5	\setting\map\map_info\gusushuixie\trap\to_yanziwu_1.txt	629	203	4	2e50045
705	32243eb6	2009-12-25 17:29:52	\setting\mission\gbwlls\league_award\award_session_2_lv1.txt	1342	438	4	2025b245
706	324eff32	2010-3-26 18:58:10	\setting\mission\towerdefence\npc_refresh_pos.txt	27	27	0	3514e233
707	325637f1	2008-3-18 9:16:51	\setting\map\map_info\bingxuemigong_1\npc\area2.txt	1063	493	4	2ec173
708	329f1fd5	2009-11-26 14:19:44	\setting\boss\shitufuben\2467.ini	204	156	4	f62db19f
709	32a31463	2010-4-9 21:21:13	\setting\event\jieri\20100501_laborday\npc_gen121.txt	54	54	0	53df13c0
710	32a5f4b6	2009-5-22 10:58:17	\setting\map\map_info\longzhoubisaichang\trap\pm9.txt	433	154	4	ac12eefa
711	32aa0e5a	2007-6-9 12:55:27	\setting\map\map_info\longhuhuanjing_1_shinei\trap\to_exit26.txt	223	109	4	54a32dfe
712	32df3de8	2009-9-26 20:35:51	\setting\event\eventplantform\plantform_award\award_session_1_type.txt	109	106	4	4d7f5b28
713	32e38aea	2007-8-23 18:59:57	\setting\map\map_info\taihanggujing\trap\to_fenglingdu.txt	643	204	4	3483f24d
714	32e438bb	2007-6-14 14:4:48	\setting\map\map_info\jinguohuangling_2_shinei\trap\to_exit17.txt	251	120	4	5dbbc837
715	32f035a7	2008-3-17 20:55:46	\setting\map\map_info\yuanshisenlin_2\npc\area3.txt	1063	470	4	d14f0b8b
716	3300cdd2	2008-7-25 12:38:37	\setting\map\map_info\hanshuigudu\npc\qianlixiang.txt	83	59	4	b0956a55
717	330eaf9b	2008-5-24 15:20:15	\setting\map\map_info\yuanshisenlin_2_yffj\trap\to_songtaobieyuan.txt	130	73	4	f4e5d690
718	3313f849	2009-9-16 19:52:59	\setting\map\map_info\zhanchang_pingyuan_xiangyang\trap\houying1_daying1.txt	429	168	4	8b53ddaf
719	33152b0c	2008-3-24 19:1:16	\setting\map\map_info\hupanzhulin_1\npc\milu.txt	293	173	4	7ed50739
720	331717ba	2009-1-4 10:3:31	\setting\map\map_info\yanziwu_1_hd\info.txt	635	360	4	565e0347
721	331c4b6b	2009-4-30 10:53:22	\setting\xoyogame\npc_baoxiang.txt	779	308	4	2d5490a9
722	3342c4e0	2009-1-4 9:51:30	\setting\map\map_info\houshanjindi\info.txt	1175	424	4	7b177648
723	3358b17d	2008-12-19 22:45:39	\setting\boss\domain\dali.ini	545	252	4	2b73a175
724	3372f1f9	2009-6-20 17:57:50	\setting\map\map_info\qinshihuangling_3\trap\trap_f2_2.txt	671	235	4	840ebc81
725	33a17d59	2009-1-4 9:47:39	\setting\map\map_info\baihuazhen_2\info.txt	6689	1695	4	a195e6f9
726	33a2c09d	2008-8-29 16:53:50	\setting\map\map_info\funiushanhoushan\trap\to_famuqu.txt	251	114	4	19834076
727	33b8e313	2008-3-25 0:44:17	\setting\map\map_info\erhaimoyan\npc\area3.txt	1805	792	4	c2f206f7
728	33be3cc2	2009-6-26 18:1:22	\setting\map\map_info\gulangyu\info.txt	1823	587	4	a03977c1
729	33d9cba4	2010-2-23 15:44:33	\setting\scriptvalue\task.txt	521	419	4	78aa955a
730	33eda9bd	2007-6-9 12:55:42	\setting\map\map_info\qingluodao_shinei\trap\to_floor3.txt	181	92	4	c9dca7ef
731	3439dd03	2010-3-26 19:5:13	\setting\task\fourfoldmap\npc_area.txt	517	259	4	84453502
732	343f3b6b	2007-8-13 20:55:16	\setting\map\map_info\juyanze\trap\to_jiayuguan.txt	1189	363	4	ad416a69
733	344b19e1	2010-4-14 12:3:44	\setting\scriptvalue\global.txt	571	319	4	eb611293
734	344f481e	2008-8-29 16:53:50	\setting\map\map_info\funiushanhoushan\trap\to_exiteshendian.txt	559	190	4	dfb19c4c
735	345776f7	2009-3-20 16:39:18	\setting\map\map_info\xiaoyaogu_lv5\trap\57_trap_1.txt	533	244	4	c8d6e31b
736	345fbaa3	2007-6-9 12:55:42	\setting\map\map_info\qingluodao_shinei\trap\to_floor2.txt	139	78	4	48fa9f7c
737	347371bd	2007-6-14 14:4:30	\setting\map\map_info\erhaimoyan\npc\wumannvjisi.txt	769	364	4	34b2adfa
738	347704e5	2008-4-15 10:48:33	\setting\map\map_info\juyanze\npc\zhuangyuankanshou.txt	139	103	4	7c9c4aec
739	34784196	2007-10-24 17:55:9	\setting\map\map_info\chamagudao\npc\area8.txt	713	363	4	fec50258
740	3479e34a	2008-5-24 15:16:4	\setting\map\map_info\talin_2_cza\npc\shaolindizis.txt	97	76	4	f6111193
741	348db766	2010-4-25 15:36:29	\setting\event\eventplantform\plantform_trap\towerdefence_trap.txt	70	61	4	345229c3
742	34a15a65	2008-10-27 15:47:42	\setting\map\map_info\mobeicaoyuan\npc\area2.txt	2589	942	4	63de103a
743	34abad84	2008-1-28 19:58:28	\setting\map\map_info\chengdufu\trap\to_jiangeshudao.txt	338	141	4	1e4c1ead
744	34af4b51	2007-9-13 17:42:24	\setting\map\map_info\junmachang\trap\to_yonglezhen.txt	545	179	4	7f84c38f
745	34dae8bf	2009-1-4 9:53:21	\setting\map\map_info\jiulaodong_2\info.txt	1058	441	4	80b697fe
746	34df223f	2008-5-25 23:39:46	\setting\map\map_info\shenmibaoku\trap\to_fantanjian.txt	520	173	4	ca86d181
747	34ef23f3	2008-7-23 16:17:3	\setting\event\compensate\compensate20080721.txt	128847	10468	4	a5f6701d
748	34fb6477	2008-3-12 22:39:52	\setting\map\map_info\hanshuigudu\trap\to_zeixue.txt	181	91	4	8d424d99
749	35093a5c	2009-6-30 15:20:57	\setting\scriptvalue\mail.txt	647	444	4	21f21ad7
750	352fbc81	2008-9-5 18:43:14	\setting\event\manager\2008_event\zhongqiu_jieri\dropitem.txt	117	108	4	bd3b5540
751	35340a81	2007-6-14 14:4:36	\setting\map\map_info\hupanzhulin_1_shinei\trap\to_exit23.txt	181	93	4	ba1f7621
752	353d0370	2008-6-4 11:58:39	\setting\map\map_info\jianxingfeng_ys2\trap\to_yinshan.txt	247	105	4	d3f63b6a
753	3542fa91	2009-1-4 9:48:8	\setting\map\map_info\baihuazhen_2_shinei\info.txt	4207	1143	4	c50036df
754	35439f7b	2008-5-22 16:16:41	\setting\map\map_info\zhanchang_xibei_fengxiang\trap\houying3_daying3_2.txt	433	195	4	7cc43715
755	35564397	2008-11-11 18:17:9	\setting\npc\droprate\droprate009_shouling.txt	2396	722	4	8948c48d
756	35696c7b	2007-6-9 12:56:45	\setting\map\map_info\yuanshisenlin_2\trap\to_shandi.txt	489	173	4	a6b44c40
757	359b170e	2008-3-14 17:2:39	\setting\map\map_info\linanfu_shinei\trap\to_exit7.txt	349	160	4	6c6928b3
758	35dc896d	2007-10-12 18:41:37	\setting\map\map_info\shamomigong\trap\to_xixiahuangling.txt	237	116	4	5855aaca
759	35e1608d	2009-3-23 10:23:20	\setting\map\map_info\cuiyanmen\info.txt	3590	1181	4	5dbd2b21
760	35e3524d	2008-10-27 9:2:38	\setting\player\attrib_route.txt	1247	377	4	cc860884
761	35f42b05	2009-11-13 16:2:14	\setting\item\001\equip\general\amulet.txt	6235	1264	4	4289b845
762	35f6a240	2009-9-22 17:17:3	\setting\map\map_info\youlongbaoku\trap\to_lingbipo4.txt	111	70	4	84a2ca
763	36028683	2009-12-25 19:38:55	\setting\partner\potential.txt	172	136	4	efa4302d
764	36165cfc	2008-5-22 16:16:44	\setting\map\map_info\zhanchang_xibei_yangzhou\trap\daying3_houying3.txt	615	239	4	90fbd540
765	362bc7dc	2009-9-23 18:30:20	\setting\battle\map\wulindahui\shuaiqidian1.txt	35	35	0	2e4e7588
766	36449f83	2007-9-20 17:36:20	\setting\map\map_info\bangyuanmidong\trap\to_touting.txt	195	89	4	e0a1db52
767	3647b660	2008-11-27 21:31:27	\setting\map\map_info\linanfu_mishi2\trap\to_jingshe.txt	209	97	4	d38efb77
768	364ba5b7	2009-2-19 9:4:0	\setting\task\merchant\award_step.txt	397	228	4	dfb61bc0
769	365813a0	2009-4-23 16:42:28	\setting\map\map_info\jianjudong\info.txt	1830	628	4	7f578921
770	3668f010	2008-3-18 9:16:49	\setting\map\map_info\bingxuemigong_1\npc\area1.txt	793	402	4	125696c0
771	3677e821	2007-9-20 17:30:32	\setting\map\map_info\tongguan\trap\to_yonglezhen.txt	615	204	4	2cb07074
772	36836a37	2009-5-22 10:58:17	\setting\map\map_info\longzhoubisaichang\trap\pm8.txt	615	259	4	5684c86c
773	3683a7e1	2008-3-6 14:25:3	\setting\map\map_info\yonglezhen\trap\to_junmachang.txt	390	136	4	abadda61
774	36888de4	2010-4-9 21:21:13	\setting\event\jieri\20100501_laborday\npc_gen120.txt	55	55	0	eaa2812a
775	368afec6	2008-4-21 14:22:10	\setting\map\map_info\yuanshisenlin_2\npc\area2.txt	769	368	4	bf299581
776	36c47c50	2008-10-27 15:47:46	\setting\map\map_info\shugangmijing\trap\to_dayutai.txt	403	166	4	e6ed14a0
777	36ff61b0	2007-6-9 12:56:48	\setting\map\map_info\yuanshisenlin_2_shinei\trap\to_exit19.txt	237	116	4	fc6163e8
778	372ef0cd	2007-8-7 10:31:48	\setting\map\map_info\erhaimoyan\npc\area2.txt	1973	873	4	836b34c
779	373d26c4	2008-5-24 15:2:43	\setting\map\map_info\shandong\trap\to_exit508.txt	167	81	4	b67cde42
780	3765476b	2008-11-28 11:53:24	\setting\boss\xoyogame\tangyu.ini	885	451	4	44cbdbe0
781	376ba1d0	2009-1-4 10:2:58	\setting\map\map_info\xixiahuangling_shinei\info.txt	904	432	4	519e5806
782	377ca82f	2008-5-22 16:16:23	\setting\battle\map\shangu\houying1.txt	57	45	4	e4f91eea
783	3783be27	2008-8-29 16:53:50	\setting\map\map_info\funiushanhoushan\npc\shoukuanglouluo.txt	55	50	4	fa81dc41
784	37861566	2007-6-9 12:55:27	\setting\map\map_info\longhuhuanjing_1_shinei\trap\to_exit25.txt	195	96	4	7d9ca62d
785	37a7b67f	2009-11-26 14:19:44	\setting\boss\shitufuben\2465.ini	195	145	4	a267315f
786	37b63d4e	2009-1-4 9:58:21	\setting\map\map_info\shaolinpai_shinei\info.txt	438	316	4	40e6ad99
787	37ca8f12	2008-6-4 2:12:39	\setting\map\map_info\jiulaofeng\trap\to_emeipai.txt	4690	1372	4	c0061e6e
788	37cc0a3e	2008-5-24 15:2:42	\setting\map\map_info\gaibangmidao\trap\to_midaowai.txt	130	76	4	ea179a1a
789	37cef6fe	2008-8-21 11:28:18	\setting\map\map_info\jiayuguan\npc\area2.txt	1145	486	4	521fa98b
790	37d6786e	2007-12-22 10:25:48	\setting\battle\map\xiagu\dajiang1.txt	68	60	4	8969fe1c
791	37eab2b0	2008-3-24 19:1:13	\setting\map\map_info\hupanzhulin_1\npc\menghu.txt	293	163	4	c3e4167c
792	37ecc2ef	2009-6-20 17:57:50	\setting\map\map_info\qinshihuangling_3\trap\trap_f2_1.txt	573	206	4	c5b8c693
793	37ee0f5d	2008-8-21 11:28:25	\setting\map\map_info\shugangmijing\npc\area1.txt	1616	699	4	2df56a9a
794	380004a5	2007-8-13 20:55:15	\setting\map\map_info\jiuyixi\npc\area4.txt	1973	926	4	74681a88
795	38460826	2008-3-6 14:24:57	\setting\map\map_info\xixiayipintang\trap\to_fengxiangfu.txt	377	152	4	3c673687
796	387324fe	2008-5-24 15:20:14	\setting\map\map_info\yuanshisenlin_2_jtf\trap\to_ceng2.txt	265	104	4	352ee919
797	387a0471	2008-10-27 15:47:42	\setting\map\map_info\mobeicaoyuan\npc\area1.txt	3093	1151	4	3064e23b
798	387c5464	2008-7-8 10:3:22	\setting\map\map_info\longmenshiku\npc\tieyimenren.txt	195	136	4	7dfa5046
799	38833606	2009-9-27 14:53:36	\setting\map\map_info\dongtinghupan\info.txt	1514	561	4	f07c1cb9
800	389c3963	2008-3-7 15:13:21	\setting\event\guessgame\npctrap\balinjun.txt	293	193	4	3948f9a4
801	38b31579	2010-3-31 12:1:59	\setting\map\map_info\jianxingfeng_ceng3\npc\shixiangshouhuzhe.txt	97	76	4	25a99c99
802	38de5e07	2007-10-12 18:41:37	\setting\map\map_info\jiulaofeng\trap\to_jiulaodong_1.txt	307	137	4	7bd4f8b
803	38f27862	2007-6-9 12:55:27	\setting\map\map_info\longhuhuanjing_1_shinei\trap\to_exit24.txt	195	97	4	5a05a333
804	390ff2dc	2010-3-31 12:1:56	\setting\map\map_info\beizhan_shinei\npc\wuyingzei.txt	237	144	4	3e680baa
805	39124f77	2008-4-15 14:12:29	\setting\map\map_info\xiangshuidong\npc\area4.txt	1133	505	4	83af21af
806	3977eee2	2008-12-19 22:45:51	\setting\map\map_info\liangshanpo\trap\to_tianrenjiao.txt	643	214	4	fee8f916
807	399893f0	2008-5-24 15:16:4	\setting\map\map_info\talin_2_cza\trap\to_talin.txt	181	79	4	1826206e
808	39b3f03f	2007-12-22 10:25:59	\setting\battle\map\xiagu\daying3yewai.txt	893	410	4	bdc33390
809	39c57b79	2007-8-16 21:21:5	\setting\map\map_info\houshanjindi\trap\to_talin_1.txt	587	195	4	244c447d
810	39d7ae28	2009-1-4 10:21:31	\setting\map\map_info\baimanshan\trap\to_jitan5.txt	117	61	4	1b52fb22
811	39de75fd	2008-7-25 12:38:37	\setting\map\map_info\huanhuaxi\npc\qiangzei.txt	55	51	4	49053222
812	39de79c3	2007-9-12 10:25:40	\setting\map\map_info\jiangeshudao\trap\to_bieyuanhouyuan.txt	181	87	4	9f3b790d
813	39e71f7a	2007-6-14 14:4:36	\setting\map\map_info\hupanzhulin_1_shinei\trap\to_exit22.txt	223	110	4	fd19409e
814	3a0cc1fa	2009-1-4 9:54:41	\setting\map\map_info\linanfu_shenfu\info.txt	998	442	4	d572e88e
815	3a0f72f5	2008-8-21 11:28:18	\setting\map\map_info\jiayuguan\trap\to_longmenzhen.txt	475	183	4	79d0d1c9
816	3a3105b3	2008-5-24 15:4:12	\setting\map\map_info\baihuazhen_2_xydzh\npc\cuiyanmendizi.txt	69	60	4	3d7f2248
817	3a3c7d4c	2009-11-26 14:19:44	\setting\boss\shitufuben\2464.ini	205	142	4	c043f33d
818	3a4dc559	2008-8-22 11:0:56	\setting\npc\droprate\worldboss\droprate_boss_zhaoyingxian.txt	889	339	4	6e59e87f
819	3a72eb3a	2007-6-9 12:55:51	\setting\map\map_info\talin_2\trap\to_talin_3.txt	825	259	4	13e2e0ea
820	3a8691dc	2008-10-16 18:46:17	\setting\boss\95boss_jin.ini	1261	519	4	118ee938
821	3a8cbbe5	2008-3-17 20:55:42	\setting\map\map_info\yuanshisenlin_2\npc\area1.txt	307	172	4	bae26026
822	3a8d3abd	2007-6-9 12:55:51	\setting\map\map_info\talin_2\npc\jiamaosengren.txt	83	64	4	15268a11
823	3a9cc187	2008-3-25 0:44:15	\setting\map\map_info\erhaimoyan\npc\area1.txt	2309	1017	4	ab8fce
824	3a9d048c	2009-1-4 9:55:18	\setting\map\map_info\longhuhuanjing_1\info.txt	4313	1196	4	3e18b609
825	3ad1ea02	2009-12-31 16:29:54	\setting\serverlistcfg.txt	4783	1712	4	f3956f5a
826	3adfc3d9	2009-2-19 15:44:38	\setting\npc\droprate\treasuremap\boss.txt	3657	911	4	22f6dac0
827	3ae883a8	2009-5-22 10:58:17	\setting\map\map_info\longzhoubisaichang\trap\pm7.txt	279	139	4	af5f024e
828	3afae288	2008-6-27 21:57:52	\setting\event\manager\readme\default_award.txt	127	127	0	4ef586e2
829	3b059534	2010-3-26 19:33:45	\setting\item\001\extern\refine\refine.txt	83246	15294	4	d4516d6c
830	3b1d3a3a	2009-11-26 10:41:22	\setting\mission\mentor\mentor.txt	1215	465	4	e92916c
831	3b206324	2007-6-9 12:55:48	\setting\map\map_info\talin_1\trap\to_talin_2.txt	825	259	4	13e2e0ea
832	3b322da9	2008-7-25 17:46:58	\setting\boss\KinEctype\worldboss\75boss_mu\xiaobin_ruodanmu.ini	273	167	4	267bcb
833	3b3c12d6	2009-1-4 9:54:35	\setting\map\map_info\linanfu_mishi2\info.txt	497	336	4	ce919fc3
834	3b46b107	2008-8-21 11:28:18	\setting\map\map_info\jiayuguan\npc\area1.txt	1807	777	4	cc4cae36
835	3b65a163	2008-7-8 10:3:25	\setting\map\map_info\xiagu3\npc\gaibangdizi.txt	111	85	4	8244bd76
836	3b8b06e3	2010-4-26 17:41:11	\setting\item\001\other\scriptitem.txt	284544	55259	4	8d715009
837	3ba194c1	2007-6-9 12:56:0	\setting\map\map_info\tianlongsi_shinei\trap\to_xixiang.txt	363	157	4	43a65db3
838	3bc8d8f9	2008-9-1 9:53:28	\setting\map\map_info\funiushanjunying\npc\jiguanqiaojiang.txt	55	51	4	51d5db9
839	3bdd3416	2008-9-27 10:16:25	\setting\map\map_info\linanfu_penglijing\trap\to_zhaoruyu.txt	153	78	4	e10f2cd1
840	3bee5f40	2007-10-24 17:55:9	\setting\map\map_info\chamagudao\npc\area7.txt	713	358	4	4f265adb
841	3bfd2e0b	2007-6-9 12:56:48	\setting\map\map_info\yuanshisenlin_2_shinei\trap\to_exit18.txt	307	143	4	ad5dee53
842	3c2e2d81	2007-7-9 16:41:25	\setting\map\map_info\bangyuanmidong_shinei\trap\to_exit22.txt	223	110	4	fd19409e
843	3c308b4f	2009-1-4 9:52:24	\setting\map\map_info\jianxingfeng_ceng2\info.txt	839	407	4	ef4975a4
