MapId	Id	IsDisable	PosType	Icon	PosX	PosY	Text	Size	Color	PosXDis	PosYDis
31	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	628	396	Gấu Con	18	red	0	0
31	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	350	436	Hổ Vàng	18	red	0	0
31	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	400	686	Khỉ Hoang Con	18	red	0	0
32	1	0	0	\image\ui\001a\minimap\icon_southwest.spr	28	808	Vĩnh Lạc Trấn	12	yellow	3	1
32	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	220	566	Hươu Thuần Dưỡng	18	red	0	0
32	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	600	796	Gấu Con	18	red	0	0
32	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	400	266	Khỉ Hoang Con	18	red	0	0
32	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	800	566	Hổ Vàng	18	red	0	0
33	1	0	0	\image\ui\001a\minimap\icon_southeast.spr	846	850	Đạo Hương Thôn	12	yellow	0	2
33	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	590	776	Hươu Thuần Dưỡng	18	red	0	0
33	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	260	736	Khỉ Hoang Con	18	red	0	0
33	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	270	466	Hổ Vàng	18	red	0	0
33	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	760	416	Gấu Con	18	red	0	0
34	1	0	0	\image\ui\001a\minimap\icon_northwest.spr	228	280	Giang Tân Thôn	12	yellow	2	1
34	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	460	181	Hươu Thuần Dưỡng	18	red	0	0
34	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	750	316	Khỉ Hoang Con	18	red	0	0
34	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	660	976	Hổ Vàng	18	red	0	0
34	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	340	916	Gấu Con	18	red	0	0
35	1	0	0	\image\ui\001a\minimap\icon_south.spr	879	878	Thạch Cổ Trấn	12	yellow	-2	2
35	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	720	766	Hươu Thuần Dưỡng	18	red	0	0
35	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	370	696	Khỉ Hoang Con	18	red	0	0
35	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	270	426	Hổ Vàng	18	red	0	0
35	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	600	216	Gấu Con	18	red	0	0
36	1	0	0	\image\ui\001a\minimap\icon_southwest.spr	220	920	Long Tuyền Thôn	12	yellow	0	2
36	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	220	696	Hươu Thuần Dưỡng	18	red	0	0
36	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	400	496	Khỉ Hoang Con	18	red	0	0
36	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	740	326	Hổ Vàng	18	red	0	0
36	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	810	786	Gấu Con	18	red	0	0
37	1	0	0	\image\ui\001a\minimap\icon_north.spr	530	65	Ba Lăng Huyện	12	yellow	0	2
37	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	380	417	Gấu Con	18	red	0	0
37	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	730	286	Hươu Thuần Dưỡng	18	red	0	0
37	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	720	716	Khỉ Hoang Con	18	red	0	0
37	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	330	637	Hổ Vàng	18	red	0	0
38	1	0	0	\image\ui\001a\minimap\icon_west.spr	29	466	Vân Trung Trấn	12	yellow	0	2
38	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	170	506	Nghĩa Quân Phản Đồ	18	red	0	0
38	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	280	266	Cường Tặc	18	red	0	0
38	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	700	316	Cơ Quan Nhân Thô	18	red	0	0
38	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	450	476	Tiểu Cơ Quan Thú	18	red	0	0
38	6	0	0	\image\ui\001a\minimap\yellowpoint.spr	710	556	Tuyệt Vấn Pha	18	turquoise	0	0
38	7	0	0	\image\ui\001a\minimap\yellowpoint.spr	710	646	Võ Sĩ Nam Tống	18	turquoise	0	0
38	8	0	0	\image\ui\001a\minimap\yellowpoint.spr	860	616	Võ Sĩ Tây Hạ	18	turquoise	0	0
38	9	0	0	\image\ui\001a\minimap\yellowpoint.spr	760	716	Võ Sĩ Kim Quốc	18	turquoise	0	0
38	10	0	0	\image\ui\001a\minimap\yellowpoint.spr	860	496	Võ Sĩ Mông Cổ	18	turquoise	0	0
39	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	999	67	Long Môn Trấn	12	yellow	0	2
39	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	850	266	Nghĩa Quân Phản Đồ	18	red	0	0
39	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	780	496	Cường Tặc	18	red	0	0
39	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	430	286	Cơ Quan Nhân Thô	18	red	0	0
39	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	320	146	Tiểu Cơ Quan Thú	18	red	0	0
39	6	0	0	\image\ui\001a\minimap\yellowpoint.spr	410	526	Tuyệt Vấn Pha	18	turquoise	0	0
39	7	0	0	\image\ui\001a\minimap\yellowpoint.spr	220	466	Võ Sĩ Nam Tống	18	turquoise	0	0
39	8	0	0	\image\ui\001a\minimap\yellowpoint.spr	510	586	Võ Sĩ Tây Hạ	18	turquoise	0	0
39	9	0	0	\image\ui\001a\minimap\yellowpoint.spr	260	566	Võ Sĩ Kim Quốc	18	turquoise	0	0
39	10	0	0	\image\ui\001a\minimap\yellowpoint.spr	490	436	Võ Sĩ Mông Cổ	18	turquoise	0	0
40	1	0	0	\image\ui\001a\minimap\icon_south.spr	540	728	Vĩnh Lạc Trấn	12	yellow	0	0
40	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	400	516	Nghĩa Quân Phản Đồ	18	red	0	0
40	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	230	196	Cường Tặc	18	red	0	0
40	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	740	416	Cơ Quan Nhân Thô	18	red	0	0
40	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	750	646	Tiểu Cơ Quan Thú	18	red	0	0
40	6	0	0	\image\ui\001a\minimap\yellowpoint.spr	710	236	Tuyệt Vấn Pha	18	turquoise	0	0
40	7	0	0	\image\ui\001a\minimap\yellowpoint.spr	400	156	Võ Sĩ Nam Tống	18	turquoise	0	0
40	8	0	0	\image\ui\001a\minimap\yellowpoint.spr	860	316	Võ Sĩ Tây Hạ	18	turquoise	0	0
40	9	0	0	\image\ui\001a\minimap\yellowpoint.spr	630	196	Võ Sĩ Kim Quốc	18	turquoise	0	0
40	10	0	0	\image\ui\001a\minimap\yellowpoint.spr	800	136	Võ Sĩ Mông Cổ	18	turquoise	0	0
41	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	886	274	Đạo Hương Thôn	12	yellow	0	4
41	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	770	326	Nghĩa Quân Phản Đồ	18	red	0	0
41	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	590	446	Cường Tặc	18	red	0	0
41	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	170	216	Cơ Quan Nhân Thô	18	red	0	0
41	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	400	196	Tiểu Cơ Quan Thú	18	red	0	0
41	6	0	0	\image\ui\001a\minimap\yellowpoint.spr	390	696	Tuyệt Vấn Pha	18	turquoise	0	0
41	7	0	0	\image\ui\001a\minimap\yellowpoint.spr	400	316	Võ Sĩ Nam Tống	18	turquoise	0	0
41	8	0	0	\image\ui\001a\minimap\yellowpoint.spr	370	606	Võ Sĩ Tây Hạ	18	turquoise	0	0
41	9	0	0	\image\ui\001a\minimap\yellowpoint.spr	240	566	Võ Sĩ Kim Quốc	18	turquoise	0	0
41	10	0	0	\image\ui\001a\minimap\yellowpoint.spr	380	426	Võ Sĩ Mông Cổ	18	turquoise	0	0
42	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	960	205	Giang Tân Thôn	12	yellow	0	2
42	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	740	186	Nghĩa Quân Phản Đồ	18	red	0	0
42	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	570	366	Cường Tặc	18	red	0	0
42	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	370	546	Cơ Quan Nhân Thô	18	red	0	0
42	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	170	416	Tiểu Cơ Quan Thú	18	red	0	0
42	6	0	0	\image\ui\001a\minimap\yellowpoint.spr	300	866	Tuyệt Vấn Pha	18	turquoise	0	0
42	7	0	0	\image\ui\001a\minimap\yellowpoint.spr	700	736	Võ Sĩ Nam Tống	18	turquoise	0	0
42	8	0	0	\image\ui\001a\minimap\yellowpoint.spr	450	826	Võ Sĩ Tây Hạ	18	turquoise	0	0
42	9	0	0	\image\ui\001a\minimap\yellowpoint.spr	200	816	Võ Sĩ Kim Quốc	18	turquoise	0	0
42	10	0	0	\image\ui\001a\minimap\yellowpoint.spr	660	616	Võ Sĩ Mông Cổ	18	turquoise	0	0
43	1	0	0	\image\ui\001a\minimap\icon_southeast.spr	895	817	Thạch Cổ Trấn	12	yellow	0	2
43	2	0	0	\image\ui\001a\minimap\icon_northwest.spr	69	92	Nhĩ Hải Ma Nham [cấp 55]	12	yellow	0	30
43	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	740	586	Nghĩa Quân Phản Đồ	18	red	0	0
43	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	180	836	Cường Tặc	18	red	0	0
43	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	410	766	Cơ Quan Nhân Thô	18	red	0	0
43	6	0	0	\image\ui\001a\minimap\yellowpoint.spr	680	236	Tiểu Cơ Quan Thú	18	red	0	0
43	7	0	0	\image\ui\001a\minimap\yellowpoint.spr	300	416	Tuyệt Vấn Pha	18	turquoise	0	0
43	8	0	0	\image\ui\001a\minimap\yellowpoint.spr	320	256	Võ Sĩ Nam Tống	18	turquoise	0	0
43	9	0	0	\image\ui\001a\minimap\yellowpoint.spr	390	486	Võ Sĩ Tây Hạ	18	turquoise	0	0
43	10	0	0	\image\ui\001a\minimap\yellowpoint.spr	120	286	Võ Sĩ Kim Quốc	18	turquoise	0	0
43	11	0	0	\image\ui\001a\minimap\yellowpoint.spr	450	216	Võ Sĩ Mông Cổ	18	turquoise	0	0
44	1	0	0	\image\ui\001a\minimap\icon_west.spr	33	449	Long Tuyền Thôn	12	yellow	1	2
44	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	234	251	Nghĩa Quân Phản Đồ	18	red	0	0
44	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	230	516	Tiểu Cơ Quan Thú	18	red	0	0
44	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	480	266	Cường Tặc	18	red	0	0
44	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	400	736	Cơ Quan Nhân Thô	18	red	0	0
44	6	0	0	\image\ui\001a\minimap\yellowpoint.spr	754	621	Tuyệt Vấn Pha	18	turquoise	0	0
44	7	0	0	\image\ui\001a\minimap\yellowpoint.spr	790	556	Võ Sĩ Nam Tống	18	turquoise	0	0
44	8	0	0	\image\ui\001a\minimap\yellowpoint.spr	560	646	Võ Sĩ Kim Quốc	18	turquoise	0	0
44	9	0	0	\image\ui\001a\minimap\yellowpoint.spr	740	726	Võ Sĩ Tây Hạ	18	turquoise	0	0
44	10	0	0	\image\ui\001a\minimap\yellowpoint.spr	900	626	Võ Sĩ Mông Cổ	18	turquoise	0	0
45	1	0	0	\image\ui\001a\minimap\icon_southwest.spr	145	820	Ba Lăng Huyện	12	yellow	0	2
45	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	250	616	Nghĩa Quân Phản Đồ	18	red	0	0
45	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	620	476	Tiểu Cơ Quan Thú	18	red	0	0
45	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	400	316	Cường Tặc	18	red	0	0
45	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	670	586	Cơ Quan Nhân Thô	18	red	0	0
45	6	0	0	\image\ui\001a\minimap\yellowpoint.spr	660	306	Tuyệt Vấn Pha	18	turquoise	0	0
45	7	0	0	\image\ui\001a\minimap\yellowpoint.spr	820	216	Võ Sĩ Nam Tống	18	turquoise	0	0
45	8	0	0	\image\ui\001a\minimap\yellowpoint.spr	620	216	Võ Sĩ Kim Quốc	18	turquoise	0	0
45	9	0	0	\image\ui\001a\minimap\yellowpoint.spr	800	416	Võ Sĩ Tây Hạ	18	turquoise	0	0
45	10	0	0	\image\ui\001a\minimap\yellowpoint.spr	970	316	Võ Sĩ Mông Cổ	18	turquoise	0	0
46	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	925	100	Thiếu Lâm Phái	12	yellow	0	2
46	2	0	0	\image\ui\001a\minimap\icon_southwest.spr	135	710	Đông Tháp Lâm [cấp 35]	12	yellow	0	4
46	3	0	0		707	323	Phạm Giới Tăng Nhân	18	red	0	0
46	4	0	0		232	491	Phạm Giới Đầu Đà	18	red	0	0
47	1	0	0	\image\ui\001a\minimap\icon_south.spr	305	592	Thiên Nhẫn Giáo	12	yellow	0	0
47	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	540	66	Hoàng Lăng Kim Quốc 1 [cấp 35]	12	yellow	0	4
47	3	0	0		494	159	Hộ Lăng Đao Binh	18	red	0	0
47	4	0	0		462	461	Thợ Đào Đất	18	red	0	0
47	5	0	0		154	461	Thợ Xếp Đá	18	red	0	0
47	6	0	0		175	183	Hộ Lăng Cung Thủ	18	red	0	0
48	1	0	0	\image\ui\001a\minimap\icon_east.spr	605	591	Côn Lôn Phái	12	yellow	0	4
48	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	596	300	Mê Cung Băng Huyệt 1 [cấp 35]	12	yellow	-26	4
48	3	0	0		504	142	Tham Khách	18	red	0	0
48	4	0	0		487	593	Vô Danh Đao Khách	18	red	0	0
48	5	0	0		205	550	Đệ Tử Trục Xuất Tuyết Sơn	18	red	0	0
48	6	0	0		196	273	Tuyết Viên Già	18	red	0	0
49	1	0	0	\image\ui\001a\minimap\icon_southwest.spr	61	779	Võ Đang Phái	12	yellow	0	4
49	2	0	0	\image\ui\001a\minimap\icon_north.spr	506	54	Đông Long Hổ Huyễn Cảnh [cấp 35]	12	yellow	0	2
49	3	0	0		674	258	Lam Diện Nhân	18	red	0	0
49	4	0	0		571	547	Hồng Cân Nhân	18	red	0	0
49	5	0	0		206	708	Gián Điệp Kim Quốc	18	red	0	0
49	6	0	0		324	191	Đệ Tử Bái Sư	18	red	0	0
50	1	0	0	\image\ui\001a\minimap\icon_north.spr	590	40	Cái Bang	12	yellow	0	1
50	2	0	0	\image\ui\001a\minimap\icon_west.spr	56	194	Ngoài Yến Tử Ổ [cấp 35]	12	yellow	0	2
50	3	0	0		100	100	Cường Đạo	18	red	434	217
50	4	0	0		100	100	Ẩn Sĩ Sơn Lâm	18	red	445	387
50	5	0	0		100	100	Trú Thủ Cung Binh	18	red	90	386
50	6	0	0		100	100	Trú Thủ Thương Sĩ	18	red	116	10
51	1	0	0	\image\ui\001a\minimap\icon_east.spr	915	90	Nga My Phái	12	yellow	0	2
51	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	485	546	Cửu Lão Động 1 [cấp 35]	12	yellow	0	4
51	3	0	0		870	271	Tử Hòe Lâm Cường Tặc 	18	red	0	0
51	4	0	0		700	506	Khổ Tu Ni	18	red	0	0
51	5	0	0		400	416	Ác Viên	18	red	0	0
51	6	0	0		350	231	Hành Thương Kim Quốc	18	red	0	0
52	1	0	0	\image\ui\001a\minimap\icon_southeast.spr	800	618	Thúy Yên Môn	12	yellow	0	4
52	2	0	0	\image\ui\001a\minimap\icon_west.spr	54	86	Ngoài Bách Hoa Trận [cấp 35]	12	yellow	0	2
52	3	0	0	\image\ui\001a\minimap\icon_northeast.spr	800	54	Đại Lý Đoàn Thị	12	yellow	0	2
52	4	0	0		696	532	Quải Tử	18	red	0	0
52	5	0	0		366	690	Đại Phu Mông Cổ	18	red	0	0
52	6	0	0		214	442	Đao Khách Giang Hồ	18	red	0	0
52	7	0	0		408	258	Kiếm Khách Giang Hồ	18	red	0	0
53	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	570	54	Đường Môn	12	yellow	0	2
53	2	0	0	\image\ui\001a\minimap\icon_south.spr	286	584	Đông Bờ Hồ Trúc Lâm [cấp 35]	12	yellow	0	2
53	3	0	0		300	300	Bạch Linh	18	red	-115	-7
53	4	0	0		300	300	Hắc Long	18	red	-35	-184
53	5	0	0		300	300	Độc Xà	18	red	139	57
53	6	0	0		300	300	Đằng Lực Sĩ	18	red	3	232
54	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	530	60	Ngũ Độc Giáo	12	yellow	0	2
54	2	0	0	\image\ui\001a\minimap\icon_south.spr	265	544	Đông Rừng Nguyên Sinh [cấp 35]	12	yellow	0	2
54	3	0	0	\image\ui\001a\minimap\icon_west.spr	61	208	Minh Giáo	12	yellow	0	4
54	4	0	0		435	130	Đao Khách Nam Man	18	red	0	0
54	5	0	0		384	500	Vu Nữ Nam Man	18	red	0	0
54	6	0	0		197	350	Hắc Tâm Khuyển	18	red	0	0
54	7	0	0		261	120	Thợ Săn Nam Man	18	red	0	0
55	1	0	0	\image\ui\001a\minimap\icon_southwest.spr	826	639	Thiên Vương Bang	12	yellow	2	2
55	2	0	0	\image\ui\001a\minimap\icon_northwest.spr	181	54	Đông Nam Lư Vĩ Đãng [cấp 35]	12	yellow	6	30
55	3	0	0		724	172	Bang Chúng Diêm Bang	18	red	0	0
55	4	0	0		542	542	Thích Khách Thần Bí	18	red	0	0
55	5	0	0		368	592	Tùy Tùng Đại Nội	18	red	0	0
55	6	0	0		462	174	Hành Cước Thương Nhân	18	red	0	0
56	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	884	89	Cấm Địa Hậu Sơn [cấp 25]	12	yellow	-4	2
56	2	0	0	\image\ui\001a\minimap\icon_southwest.spr	99	848	Tây Tháp Lâm [cấp 45]	12	yellow	1	2
56	3	0	0		804	277	Cơ Quan Mộc Nhân	18	red	0	0
56	4	0	0		683	774	Cơ Quan Lang	18	red	0	0
56	5	0	0		225	749	Cơ Quan Đồng Nhân	18	red	0	0
56	6	0	0		311	217	Đồng Giác Thú	18	red	0	0
57	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	730	134	Hoàng Lăng Kim Quốc 2 [cấp 45]	12	yellow	-2	4
57	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	247	388	Cấm Địa Thiên Nhẫn [cấp 25]	12	yellow	0	4
57	3	0	0		817	251	Hộ Lăng Thương Sĩ	18	red	0	0
57	4	0	0		452	400	Minh Phủ Quy Khách	18	red	0	0
57	5	0	0		400	201	Hộ Lăng Nõ Thủ	18	red	0	0
58	1	0	0	\image\ui\001a\minimap\icon_southwest.spr	115	531	Kiến Tính Phong [cấp 25]	12	yellow	0	2
58	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	373	167	Mê Cung Băng Huyệt 2 [cấp 45]	12	yellow	0	4
58	3	0	0		427	233	Cường Hãn Tuyết Viên	18	red	0	0
58	4	0	0		235	400	Tuyết Viên Vương	18	red	0	0
59	1	0	0	\image\ui\001a\minimap\icon_southeast.spr	996	974	Thiên Trụ Phong [cấp 25]	12	yellow	-2	2
59	2	0	0	\image\ui\001a\minimap\icon_northwest.spr	80	112	Tây Long Hổ Huyễn Cảnh [cấp 45]	12	yellow	10	29
59	3	0	0		762	132	Hổ Con	18	red	0	0
59	4	0	0		859	760	Hổ Cái	18	red	0	0
59	5	0	0		328	777	Đào Phạm	18	red	0	0
59	6	0	0		249	436	Thích Khách Bịt Mặt	18	red	0	0
60	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	714	52	Cô Tô Thủy Tạ [cấp 25]	12	yellow	-2	30
60	2	0	0	\image\ui\001a\minimap\icon_southwest.spr	139	679	Giữa Yến Tử Ổ [cấp 45]	12	yellow	-1	0
60	3	0	0		726	240	Đường Lang Quyền Sư	18	red	0	0
60	4	0	0		702	480	Mật Thám Kim Quốc	18	red	0	0
60	5	0	0		376	586	Bang Chúng Diêm Bang	18	red	0	0
60	6	0	0		108	476	Võ Sĩ Đánh Thuê	18	red	0	0
61	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	75	551	Cửu Lão Phong [cấp 25]	12	yellow	0	4
61	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	646	334	Cửu Lão Động 2 [cấp 45]	12	yellow	0	4
61	3	0	0		300	300	Du Quân Thương Sĩ	18	red	204	-144
61	4	0	0		300	300	Đường Gia Độc Sứ	18	red	-60	106
61	5	0	0		300	300	Đường Gia Nõ Thủ	18	red	-90	-74
61	6	0	0		300	300	Du Quân Đao Binh	18	red	230	116
62	1	0	0	\image\ui\001a\minimap\icon_east.spr	1344	536	Bách Hoa Cốc [cấp 25]	12	yellow	0	2
62	2	0	0	\image\ui\001a\minimap\icon_west.spr	62	450	Trong Bách Hoa Trận [cấp 45]	12	yellow	0	2
62	3	0	0		1156	481	Sói hoang	18	red	0	0
62	4	0	0		662	702	Tích Lịch Chùy	18	red	0	0
62	5	0	0		401	411	Vân Du Hiệp Khách	18	red	0	0
62	6	0	0		753	279	Bách Hoa Hộ Pháp	18	red	0	0
63	1	0	0	\image\ui\001a\minimap\icon_north.spr	754	88	Hồ Phỉ Thúy [cấp 25]	12	yellow	-2	32
63	2	0	0	\image\ui\001a\minimap\icon_south.spr	738	529	Tây Bờ Hồ Trúc Lâm [cấp 45]	12	yellow	0	1
63	3	0	0		300	300	Ô Y Kiếm Sĩ	18	red	484	-78
63	4	0	0		300	300	Trúc Lâm Phỉ	18	red	403	71
63	5	0	0		300	300	Võ Sư Mã Bang	18	red	173	120
63	6	0	0		300	300	Thôi Thủ Mã Bang	18	red	284	-62
64	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	608	23	Bộ Lạc Nam Di [cấp 25]	12	yellow	-2	30
64	2	0	0	\image\ui\001a\minimap\icon_south.spr	335	646	Tây Rừng Nguyên Sinh [cấp 45]	12	yellow	0	-1
64	3	0	0		519	306	Dũng Sĩ Nam Di	18	red	0	0
64	4	0	0		432	574	Tế Tư Nam Di	18	red	0	0
64	5	0	0		179	601	Hoa Mãng	18	red	0	0
64	6	0	0		192	364	Thổ Dân Vu Nữ	18	red	0	0
65	1	0	0	\image\ui\001a\minimap\icon_southeast.spr	796	628	Thanh Loa Đảo [cấp 25]	12	yellow	-2	3
65	2	0	0	\image\ui\001a\minimap\icon_northwest.spr	42	72	Tây Bắc Lư Vĩ Đãng [cấp 45]	12	yellow	20	30
65	3	0	0		10	10	Bổ Khoái	18	red	614	146
65	4	0	0		10	10	Mật Thám Giả Trang	18	red	518	420
65	5	0	0		10	10	Lữ Khách Qua Đường	18	red	392	636
65	6	0	0		10	10	Hành Cước Thương Nhân	18	red	124	314
66	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	884	89	Đông Tháp Lâm [cấp 35]	12	yellow	-4	2
66	2	0	0		724	327	Trộm Thuốc	18	red	0	0
66	3	0	0		683	774	Bạo Dân Sơn Nam	18	red	0	0
66	4	0	0		255	749	Đạo Phỉ Sơn Bắc	18	red	0	0
66	5	0	0		171	257	Đào Thoát Hòa Thượng	18	red	0	0
67	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	247	388	Hoàng Lăng Kim Quốc 1 [cấp 35]	12	yellow	0	4
67	2	0	0		667	321	Thợ Xây Lăng Mộ	18	red	0	0
67	3	0	0		592	460	Hiệu Úy Kim Quốc	18	red	0	0
67	4	0	0		380	321	Tham Quan Gia Đinh	18	red	0	0
67	5	0	0		400	201	U Minh Lang	18	red	0	0
68	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	115	531	Mê Cung Băng Huyệt 1 [cấp 35]	12	yellow	0	4
68	2	0	0		424	102	Huyệt Cư Nam Dã Nhân	18	red	0	0
68	3	0	0		447	343	Huyệt Cư Tiểu Dã Nhân	18	red	0	0
68	4	0	0		235	400	Huyệt Cư Nữ Dã Nhân	18	red	0	0
69	1	0	0	\image\ui\001a\minimap\icon_southeast.spr	996	974	Đông Long Hổ Huyễn Cảnh [cấp 35]	12	yellow	-2	2
69	2	0	0		879	760	Hắc Thủy Đao Khách	18	red	0	0
69	3	0	0		269	436	Hắc Thủy Kiếm Sĩ	18	red	0	0
70	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	714	52	Ngoài Yến Tử Ổ [cấp 35]	12	yellow	-2	30
70	2	0	0		726	240	Nam Ảnh	18	red	0	0
70	3	0	0		732	480	Nữ Ảnh	18	red	0	0
70	4	0	0		376	586	Khinh Nõ Thủ	18	red	0	0
70	5	0	0		108	476	Trọng Giáp Binh	18	red	0	0
71	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	75	551	Cửu Lão Động 1 [cấp 35]	12	yellow	0	4
71	2	0	0		300	300	Võ Sĩ U Minh	18	red	204	-144
71	3	0	0		300	300	Thị Kiếm Tôn Giả	18	red	-60	106
71	4	0	0		300	300	Lăng Ba Tiên Tử	18	red	-90	-74
71	5	0	0		300	300	Bạch Cốt Kiếm Khách	18	red	230	116
72	1	0	0	\image\ui\001a\minimap\icon_east.spr	1344	534	Ngoài Bách Hoa Trận [cấp 35]	12	yellow	0	2
72	2	0	0		1176	481	Thạch Thành Liệt Binh	18	red	0	0
72	3	0	0		662	702	Điện Quang Mâu	18	red	0	0
72	4	0	0		401	411	Tiểu Mao Tặc	18	red	0	0
72	5	0	0		753	279	Tầm Bảo Lữ Nhân	18	red	0	0
73	1	0	0	\image\ui\001a\minimap\icon_north.spr	756	88	Đông Bờ Hồ Trúc Lâm [cấp 35]	12	yellow	-2	32
73	2	0	0		300	300	Đới Đao Võ Sĩ	18	red	494	-78
73	3	0	0		300	300	Bạch Diện Khách	18	red	284	-62
73	4	0	0		300	300	Hoàng Cân Khách	18	red	103	20
73	5	0	0		300	300	Người Bắt Rắn	18	red	333	71
74	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	608	23	Đông Rừng Nguyên Sinh [cấp 35]	12	yellow	-2	30
74	2	0	0		579	186	Lạc Phách Sát Thủ	18	red	0	0
74	3	0	0		492	604	Lưu Phóng Đao Khách	18	red	0	0
74	4	0	0		219	601	Lưu Phóng Vu Nữ	18	red	0	0
74	5	0	0		212	454	Lạc Phách Võ Sĩ	18	red	0	0
75	1	0	0	\image\ui\001a\minimap\icon_south.spr	750	686	Đông Nam Lư Vĩ Đãng [cấp 35]	12	yellow	0	0
75	2	0	0		10	10	Phỉ Đồ Bang Hung	18	red	614	146
75	3	0	0		10	10	Tà Ác Bảng Phỉ	18	red	518	420
75	4	0	0		10	10	Khoái Đao Khách	18	red	392	636
75	5	0	0		1	1	Khoái Kiếm Khách	18	red	133	323
86	1	0	0	\image\ui\001a\minimap\icon_southeast.spr	760	734	Biện Kinh Phủ	12	yellow	0	1
86	2	0	0	\image\ui\001a\minimap\icon_south.spr	455	747	Long Môn Thạch Quật [cấp 85]	12	yellow	0	1
86	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	95	44	Dược Vương Động [cấp 65]	12	yellow	0	4
