WareId	WareName	WareType	nGenre	nDetailType	nParticular	nLevel	nSeries	nCurrencyType	nUseType	nOrgPrice	nWareUseStyle	nDiscount	nRecommend	timeSaleStart	timeSaleClose	DiscountStart	DiscountClose	dwTimeout	nTimeFrameStartSale	nTimeFrameEndSale	Consumed
20008	Túi phúc vi hành	102	18	1	20014	4	0	0		5000								43200			100
20009	Túi Phúc Tứ Hỷ	102	18	1	20014	5	0	0		10000								43200			100
20010	Túi Phúc Bát Bửu	102	18	1	20014	6	0	0		10000								43200			100
20011	Bút lông	102	18	1	20045	1	0	0		100								43200			100
20012	Bút lông-Vu Lan	102	18	1	20089	1	0	0		150								43200			100
20013	Cường Hóa Truyền Phù	102	18	1	1198	1	0	0		10000								43200			100
20014	Trang Bị Trọng Chú Phù	102	18	1	1199	1	0	0		10000								43200			100
20015	Tần Lăng Truyền Lệnh	102	18	1	20123	1	0	0		1000								43200			100
20016	Chân đơn kim bài	102	18	1	1220	1	0	0		10000								43200			100
20017	Thẻ may mắn Bạch Kim	102	18	1	20124	1	0	0		10000								43200			100
20018	Thẻ may mắn Hoàng Kim	102	18	1	20125	1	0	0		10000								43200			100
20019	Thẻ may mắn Bạch Ngân	102	18	1	20126	1	0	0		10000								43200			100
20020	Thẻ may mắn Thanh Đồng	102	18	1	20127	1	0	0		10000								43200			100
20021	Thẻ Code	102	18	1	20128	1	0	0		10000								43200			100
20022	Ngọn lửa Seagame	102	18	1	20171	1	0	0		150								43200			100
20023	Tân Thủ Kim Bài	102	18	1	20189	1	0	0		10000								43200			100
20024	Túi dụng cụ	102	18	1	20222	1	0	0		100								43200			100
20025	Thịt gà tây	102	18	1	20198	1	0	0		150								43200			100
20026	Pháo hoa Nguyên Đán 2012	102	18	1	20196	1	0	2		200								43200			100
20027	Lệnh bài triệu hồi gia tộc	102	18	1	87	1	1	2		500								43200			0
20028	Lệnh Bài Hình Bộ	102	18	1	17	1	1	2		100								43200			100
20029	Từ Bi Tâm Kinh	102	18	1	18	1	1	2		100								43200			100
20030	Thiên Nhãn Phù	102	18	1	206	1	1	2		500								43200			0
20031	Cường Hóa Truyền Phù	102	18	1	1198	1	0	2		10000								43200			100
20032	Mã bài (Phiên Vũ)	102	1	12	20001	4	0	0		10000								43200			100
20033	Chuông đất	102	18	4	20233	1	0	0		100								43200			100
20034	Giấy đỏ	102	18	7	20233	1	0	0		100								43200			100
20035	Giấy điệp	102	18	8	20233	1	0	0		100								43200			100
