EventId	PartId	Name	SubKind	ExClass	StartDate	EndDate	ExParam1	ExParam2	ExParam3	ExParam4	ExParam5	ExParam6	ExParam7	ExParam8	ExParam9	ExParam10	ExParam11	ExParam12	ExParam13	ExParam14	ExParam15	ExParam16	ExParam17	ExParam18	ExParam19	ExParam20	ExParam21	ExParam22	ExParam23	ExParam24	ExParam25	_showall
16	2	领取九级玄晶	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>9玄<color>吗？领取后就不能领取其他<color=yellow>2项<color>奖励了！","确定"		CheckTaskEq:75,1,"当前角色未激活领奖资格,不能领奖哦！",""	CheckTaskEq:79,0,"您已经领取过该项奖励,不能领取了！",""	CheckMonthPay:588,"您本月累计充值不足588元,不能领取奖励！",""	CheckFreeBag:1,"背包空间不足，领奖需要<color=yellow>1格<color>背包空间！",""					SetAwardId:12	SetTask:79,1	SetMsg:0,"恭喜您成功领取了《剑侠世界》庆新版公测回馈活动的<color=yellow>588元<color>额外奖励！"	SetMsg:2,"恭喜您成功领取了庆新版公测活动的<color=yellow>588元<color>额外奖励！"											
16	3	领取辅修门派机会	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>辅修门派转换机会<color>吗？领取后就不能领取其他<color=yellow>2项<color>奖励了！","确定"		CheckTaskEq:75,1,"当前角色未激活领奖资格,不能领奖哦！",""	CheckTaskEq:79,0,"您已经领取过该项奖励,不能领取了！",""	CheckMonthPay:588,"您本月累计充值不足588元,不能领取奖励！",""						AddFactionExSum:1	SetTask:79,1	SetMsg:0,"恭喜您成功领取了《剑侠世界》庆新版公测回馈活动的<color=yellow>588元<color>额外奖励，获得<color=yellow>辅修门派转换<color>机会，请去<color=yellow>掌门<color>处查询！"	SetMsg:2,"恭喜您领取了庆新版活动的<color=yellow>588<color>额外奖，获得门派辅修转换机会！"											
18	1	激活角色领奖资格！	npc_getaward		0	0	Npc:2601	AddSelect:"你确定激活当前角色的领奖资格吗？激活后，账号下其他角色就不可以领奖了哦！","确定"		CheckMonthPay:50,"本月累计充值达到<color=yellow>50元<color>才可以参加活动哦！",""	CheckTaskEq:111,0,"你已经激活了参加活动的资格，快去领奖吧！",""	CheckExt:2,0,"账号下其他角色已经激活了领奖资格哦，本角色不能激活了！",""						SetTask:111,1	SetExt:2,1	SetMsg:0,"恭喜您成功激活了当前角色的领奖资格！"	SetMsg:2,"恭喜您成功激活了当前角色的领奖资格！"											
18	2	领取50元充值奖励！	npc_getaward		0	0	Npc:2601			CheckTaskEq:111,1,"当前角色未激活领奖资格，不能领奖！",""	CheckTaskEq:112,0,"您已经领取过该项奖励了！",""	CheckMonthPay:50,"您本月累计充值不足<color=yellow>50元<color>，不能领奖！",""						SetAwardId:13	SetTask:112,1	SetMsg:2,"恭喜您领取了充值达到50元的奖励！"												
18	3	领取150元充值奖励！	npc_getaward		0	0	Npc:2601			CheckTaskEq:111,1,"当前角色未激活领奖资格，不能领奖！",""	CheckTaskEq:113,0,"您已经领取过该项奖励了！",""	CheckMonthPay:150,"您本月累计充值不足<color=yellow>150元<color>，不能领奖！",""	CheckFreeBag:1,"领取奖励需要<color=yellow>1格<color>背包空间！",""					SetAwardId:14	SetTask:113,1	SetMsg:2,"恭喜您领取了充值达到150元的奖励！"												
18	4	领取1000元以上绑金返还！	npc_getaward		0	0	Npc:2601			CheckTaskEq:111,1,"当前角色未激活领奖资格，不能领奖！",""	CheckMonthPay:1000,"您本月累计充值不足<color=yellow>1000元<color>，不能领奖！",""	CheckLuaScript:"local nPay = me.GetExtMonthPay();<enter>local nCount = math.floor((nPay - 1000)/ 50);<enter>if EventManager:GetTask(116) >= nCount then<enter><tab>return 1,  string.format(\"赠送的%s绑定金币已经成功领取完毕，继续充值才可以再次领奖。\", nCount*1000)<enter>end<enter>return 0;",""						SetLuaScript:"local nPay = me.GetExtMonthPay();<enter>local nCount = math.floor((nPay - 1000)/ 50);<enter>local nTask = EventManager:GetTask(116);<enter>local nAddCoin = (nCount - nTask) * 1000;<enter>EventManager:SetTask(116, nCount);<enter>me.AddBindCoin(nAddCoin);<enter>me.PlayerLog(Log.emKPLAYERLOG_TYPE_JOINSPORT, string.format(\"[活动]活动获得绑定金币：%s，标记：%s\",nAddCoin, nTask));<enter>local szMsg = string.format(\"您本次成功领取了<color=yellow>%s绑定金币<color>。\", nAddCoin);<enter>Dialog:Say(szMsg);<enter>me.Msg(szMsg);<enter>return 0;"														
19	1	领取玄晶宝箱！	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>玄晶宝箱<color>的奖励？领取后就<color=yellow>不<color>可以领取<color=yellow>其他2项<color>奖励了哦！","确定"		CheckTaskEq:111,1,"当前角色未激活领奖资格，不能领奖！",""	CheckTaskEq:114,0,"您已经领取过该项奖励了！",""	CheckMonthPay:500,"您本月累计充值不足<color=yellow>500元<color>，不能领奖！",""	CheckFreeBag:1,"领取奖励需要<color=yellow>1格<color>背包空间！",""					SetAwardId:15	SetTask:114,1	SetMsg:2,"恭喜您领取了充值达到500元的奖励！"												
19	2	领取祈福令牌！	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>3个中级祈福令牌<color>的奖励吗？领取后就<color=yellow>不<color>可以领取<color=yellow>其他2项<color>奖励了哦！","确定"		CheckTaskEq:111,1,"当前角色未激活领奖资格，不能领奖！",""	CheckTaskEq:114,0,"您已经领取过该项奖励了！",""	CheckMonthPay:500,"您本月累计充值不足<color=yellow>500元<color>，不能领奖！",""	CheckFreeBag:3,"领取奖励需要<color=yellow>3格<color>背包空间！",""					SetAwardId:16	SetTask:114,1	SetMsg:2,"恭喜您领取了充值达到500元的奖励！"												
19	3	领取购买2个和氏璧的资格！	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>购买2个和氏璧资格<color>的奖励吗？领取后就<color=yellow>不<color>可以领取<color=yellow>其他2项<color>奖励了哦！","确定"		CheckTaskEq:111,1,"当前角色未激活领奖资格，不能领奖！",""	CheckTaskEq:114,0,"您已经领取过该项奖励了！",""	CheckMonthPay:500,"您本月累计充值不足<color=yellow>500元<color>，不能领奖！",""						AddBuyHeShiBiSum:2	SetTask:114,1	SetMsg:1,"恭喜您领取了充值达到500元的奖励，可以购买2个和氏璧！"	SetMsg:2,"恭喜您领取了充值达到<color=yellow>500元<color>的奖励，可以购买<color=yellow>2个和氏璧<color>！"	SetMsg:3,"你的好友[<%me.szName%>]参加七月充值优惠获得了两次<color=yellow>购买和氏壁的资格。<color>"	SetMsg:4,"参加七月充值优惠获得了<color=yellow>两次购买和氏壁的资格<color>。"	SetMsg:0,"恭喜您领取了充值达到500元的奖励，<color=yellow>可以购买2个和氏璧<color>！"								
20	1	【平台开启】开启金币消费返还功能	action_opentask		0	0																										
20	2	【平台开启】开启白虎堂boss掉落翻倍功能	action_opentask		0	0																										
20	3	【平台开启】开启宋金奖励翻倍功能	action_opentask		0	0																										
31	1	获取3次购买和氏璧资格！	npc_getaward		0	0	Npc:2601			CheckTaskEq:111,1,"当前角色未激活领奖资格，不能领奖！",""	CheckTaskEq:115,0,"您已经领取过该项奖励了！",""	CheckMonthPay:1000,"您本月累计充值不足<color=yellow>1000元<color>，不能领奖！",""						AddBuyHeShiBiSum:3	SetTask:115,1	SetMsg:2,"恭喜您领取了充值达到<color=yellow>1000元<color>的奖励，可再多购买<color=yellow>3个和氏璧<color>！"	SetMsg:1,"恭喜您领取了充值达到<color=yellow>1000元<color>的奖励，可以再多购买<color=yellow>3个和氏璧<color>！"	SetMsg:0,"恭喜您领取了充值达到<color=yellow>1000元<color>的奖励，可以再多购买<color=yellow>3个和氏璧<color>！"										
31	2	购买和氏璧	npc_getaward		0	0	Npc:2601			CheckTaskEq:111,1,"当前角色未激活领奖资格，不能购买和氏壁！",""	CheckMonthPay:500,"您本月累计充值不足<color=yellow>500元<color>，恐怕没有购买和氏璧的资格！",""	CheckFreeBag:1,"您的背包空间不够，需要1格背包空间！",""						CoinBuyHeShiBi:"您将以8000金币的价格购买1个和氏璧！"														
32	1	领取花酒诗剑	npc_getaward		0	0	Npc:3691			CheckNpcTaskEq:1,0,"您已经在我这里领取了奖励，东西不多还是给他人留点吧。"	CheckFreeBag:2,"你包包都塞满了，留<color=yellow>2格<color>空间再来吧！",""							SetLuaScript:"local tbTemp = EventManager:GetTempTable(32,1);<enter>tbTemp.nGMin = 1;<enter>tbTemp.nGMax = 3;<enter>tbTemp.nGType = 0;<enter>return 0;<enter>"	SetNpcTask:1,1	GoToEvent:2												
32	2	获得花与酒诗与剑通用接口			0	0												SetLuaScript:"local tbTemp = EventManager:GetTempTable(32,1);<enter>local nRMin = tonumber(tbTemp.nGMin) or 0;<enter>local nRMax = tonumber(tbTemp.nGMax) or 0;<enter>local nType = tonumber(tbTemp.nGType)or 0;<enter>local tbSex = {[0]={83,85},[1]={87,89}};<enter>if nType == 0 then<enter>     local nCount = MathRandom(nRMin,nRMax);<enter>     if nCount > 0 then<enter>       for i=1, nCount do<enter>          local nItem = MathRandom(1,2);<enter>          me.AddStackItem(22,1,tbSex[me.nSex][nItem],1,{bForceBind=1},1);<enter>       end<enter>     end<enter>end<enter><enter>if nType == 1 then<enter>  for i=1, 2 do<enter>     local nCount = MathRandom(nRMin,nRMax);<enter>     if nCount > 0 then<enter>       me.AddStackItem(22,1,tbSex[me.nSex][i],1,{bForceBind=1},nCount);<enter>     end<enter>  end<enter>end<enter>tbTemp.nGMin = 0;<enter>tbTemp.nGMax = 0;<enter>tbTemp.nGType = 0;<enter>return 0;"														
32	3	开启精英首领死亡召唤白水牛	action_finishtask		0	0	TaskFinish:"JYAndSLDeath",0											AddNpcInNear:3691,60,0														
32	4	逍遥谷过关获得花酒诗剑	action_finishtask		0	0	TaskFinish:"XoyoGame",0											SetLuaScript:"local nFloor = tonumber(EventManager:GetLibTable().tbTaskFinishArg[1]) or 0;<enter>local tbAward = {<enter>   [1] = 1,<enter>   [2] = 2,<enter>   [3] = 2,<enter>   [4] = 3,<enter>   [5] = 3,<enter>};<enter>local nCount = tonumber(tbAward[nFloor]) or 0;<enter>if nCount <= 0 then<enter>  return 0;<enter>end<enter>EventManager:GetTempTable(32,1).nGMin = 1;<enter>EventManager:GetTempTable(32,1).nGMax = nCount;<enter>EventManager:GetTempTable(32,1).nGType= 0;<enter>return 0;<enter>"	GoToEvent:2													
32	5	开启白虎堂时召唤白水牛	action_touchtask		0	0	TaskTouch:"CallNpc_BaiHuTang"											SetLuaScriptNotMe:"local nMapId = EventManager:GetLibTable().tbTaskTouchArg[1];<enter>local nLevel = EventManager:GetLibTable().tbTaskTouchArg[2];<enter>local nFloor = EventManager:GetLibTable().tbTaskTouchArg[3];<enter>local nBoss  = EventManager:GetLibTable().tbTaskTouchArg[4];<enter>if nBoss == 0 then<enter> local tbR = {<enter>   [1]={20,1},<enter>   [2]={30,2},<enter>   [3]={50,2},<enter> };<enter> local tbPos = {{1607, 3125},{1604, 3124}};<enter> if tbR[nFloor] then<enter>   for i=1, tbR[nFloor][2] do<enter>    local nR = MathRandom(1,100);<enter>     if nR <= tbR[nFloor][1] then<enter>       local nPx = tbPos[i][1];<enter>       local nPy = tbPos[i][2];<enter>       local pNpc = KNpc.Add2(3691,1,-1,nMapId,nPx,nPy,0,0);<enter>       pNpc.SetLiveTime(1800 * Env.GAME_FPS);<enter>     end<enter>   end<enter> end<enter>end<enter>return 0;"														
32	6	开启宋金召唤白水牛	action_touchtask		0	0	TaskTouch:"Open_Battle"											SetLuaScriptNotMe:"local nMapId = EventManager:GetLibTable().tbTaskTouchArg[1];<enter>local nLevel = EventManager:GetLibTable().tbTaskTouchArg[2];<enter>local nRuleType = EventManager:GetLibTable().tbTaskTouchArg[3];<enter>local nSeqNum  = EventManager:GetLibTable().tbTaskTouchArg[4];<enter>local nBattleMapType  = EventManager:GetLibTable().tbTaskTouchArg[5];<enter>local tbMapPos = {<enter>  [1] = {{1622, 3274},{1694, 3469},{1776, 3284}}, --九曲之战<enter>  [2] = {{1605, 3159},{1746, 3332},{1705, 3289}}, --五丈原之战<enter>  [3] = {{2156, 3625},{2046, 3730},{2216, 3705}}, --蟠龙谷之战<enter>};<enter><enter>if not tbMapPos[nBattleMapType] then<enter> return 0;<enter>end<enter>for i=1, 3 do<enter>   local nPx = tbMapPos[nBattleMapType][i][1]; <enter>   local nPy = tbMapPos[nBattleMapType][i][2]; <enter>   local pNpc = KNpc.Add2(3691,1,-1,nMapId,nPx,nPy,0,0);<enter>   pNpc.SetLiveTime(Battle.TIMER_GAME);<enter>end<enter>return 0;<enter>"														
32	7	开启门派竞技召唤白水牛	action_touchtask		0	0	TaskTouch:"Open_FactionBattle"											SetLuaScriptNotMe:"local nFaction = EventManager:GetLibTable().tbTaskTouchArg[1];<enter>local nMapId = EventManager:GetLibTable().tbTaskTouchArg[2];<enter>local tbMapPos ={<enter>  {1470, 3464},{1650, 3479},{1521, 3310},<enter>}<enter>for i=1, 3 do<enter>   local nPx = tbMapPos[i][1];<enter>   local nPy = tbMapPos[i][2];<enter>   local pNpc = KNpc.Add2(3691,1,-1,nMapId,nPx,nPy,0,0);<enter>   pNpc.SetLiveTime(3600 * Env.GAME_FPS);<enter>end<enter>return 0;<enter>"														
32	8	商会完成一轮获得花酒诗剑	action_finishtask		0	0	TaskFinish:"MerchantTask",2											SetLuaScript:"local tbTemp = EventManager:GetTempTable(32,1);<enter>tbTemp.nGMin = 10;<enter>tbTemp.nGMax = 15;<enter>tbTemp.nGType = 1;<enter>return 0;<enter>"	GoToEvent:2													
33	1	接受七夕情人节任务			0	0	Npc:3692			CheckTaskEq:117,0,"我交给你的事还没办完，怎么又来烦我？",""	CheckLevel:60,"    像你这样的江湖阅历，又懂得什么？<color=yellow>60级<color>以后再来找我吧。",""	CheckTaskEq:119,0,"我交给你的事还没办完，怎么又来烦我？",""	CheckLuaScript:"local nCount1 = me.GetItemCountInBags(18,1,362,1);--【赠品】花与酒<enter>local nCount2 = me.GetItemCountInBags(18,1,364,1);--【赠品】诗与剑<enter>local nCount3 = me.GetItemCountInBags(18,1,359,1);--花与酒<enter>local nCount4 = me.GetItemCountInBags(18,1,361,1);--诗与剑<enter>local szMsg = \"如果你有“花与酒”及“诗与剑”作为信物，表明你是个有情的人，或许我会与你聊几句。世俗粗人就不要来打扰我观雪数梅了。\";<enter>if me.nSex == 0 then<enter>  if nCount2 > 0 and nCount3 > 0 then<enter>    return 0;<enter>  end<enter>  return 1, szMsg;<enter>end<enter>if nCount1 > 0 and nCount4 > 0 then<enter>  return 0;<enter>end<enter>return 1, szMsg;<enter>",""	CheckFreeBag:1,"    你这人真是奇怪，带这么多东西在身上不累么？整理<color=yellow>1格<color>背包空间再来吧。",""	CheckTask:118,10,"    我已没有需要你代办的事情，不如一起观雪数梅如何？昆仑的白色七夕节，是不是很有趣。（说完，她脸上浮起一丝微笑，眼睛微眯形成弯弯的弧形。）<enter><enter><color=yellow>已完成任务<%EventManager:GetTask(118)%>次<color>",""			SetLuaScript:"if me.nSex == 0 then<enter>   me.ConsumeItemInBags(1,18,1,364,1);<enter>   me.ConsumeItemInBags(1,18,1,359,1);<enter>else<enter>   me.ConsumeItemInBags(1,18,1,361,1);<enter>   me.ConsumeItemInBags(1,18,1,362,1);<enter>end<enter>return 0;<enter>"	SetTask:117,1	AddItem:"18,1,365,1",1,1,0	SetMsg:1,"    七夕到来，这是一个快乐而又忧伤的节日，相会与离别都在同一天发生。<enter>    你看那天边的银河，两岸有孤寂却又明亮的星。那就是传说中的织女及牵牛，我这里有<color=yellow>七支七色玄香<color>，你去找个地方帮我燃香拜星吧！"											
33	2	完成玄香拜星任务			0	0	Npc:3692			CheckTaskLt:117,1,"    你还没接玄香拜星任务呢。",""	CheckTaskEq:117,8,"    我叫你去燃起<color=yellow>七支<color>香，你明明还没燃完，却来哄我？",""	CheckFreeBag:1,"    你真是一个痴人，难道把全副身家都带身上了么？快整理<color=yellow>1格背包<color>再说。",""						AddItem:"18,1,367,1",1,1,0	SetTask:117,0	SetMsg:1,"    香已燃完了么？这有些东西你拿去吧，我留着也没啥用。<enter>    听说在燃起七色玄香的地方，可能会出现一种叫作<color=yellow>七彩幻蛛<color>的蜘蛛，它会织很神奇的蛛网，我这有个<color=yellow>星月匣<color>，可以用来养蜘蛛。你去抓一只然后把它的<color=yellow>网<color>拿来给我吧，我会根据网的好坏给与你不同奖励的。"	AddBaseExp:28,0											
33	3	完成采蛛观网任务			0	0	Npc:3692	AddSelect:"    我正在寻找七彩蜘蛛网呢，越漂亮的网越珍贵，如果你有网，愿意交给我吗？我愿将用等价值的物品和你交换。","愿意交换"		CheckLuaScript:"<enter>local nCountMax = 0;<enter>for i=1,5 do<enter>  nCountMax = nCountMax + me.GetItemCountInBags(18,1,386,i);<enter>end<enter>local szMsg = \"你不是说要带一个七彩幻蛛网来见我么？可是现在蛛网在哪呢？\";<enter>if nCountMax <= 0 then<enter> return 1,szMsg;<enter>end<enter>return 0;<enter><enter>",""	CheckFreeBag:1,"    你真是一个痴人，难道把全副身家都带身上了么？快整理<color=yellow>1格<color>背包再说。",""									SetTask:119,0	AddTask:118,1	SetLuaScript:"local tbAward = {<enter> {{\"18,1,1,9\",1}},<enter> {[0]={\"1,13,29,1\",0},[1]={\"1,13,30,1\",0}},<enter> {{\"18,1,1,8\",1}},<enter> {{\"18,1,1,7\",1}},<enter> {{\"18,1,1,6\",1}},<enter>}<enter>local tbCount = {};<enter>for i=1,5 do<enter>  tbCount[i] = me.GetItemCountInBags(18,1,386,i);<enter>end<enter>for i, nCount in ipairs(tbCount) do<enter>  if nCount > 0 then<enter>    me.ConsumeItemInBags(1,18,1,386,i);<enter>    EventManager:GetTempTable(33,3).szDelName = KItem.GetNameById(18,1,386,i)<enter>    local tbItem = tbAward[i][me.nSex] or tbAward[i][1]<enter>    EventManager:ExeFun(\"AddItem\", tbItem[1], 1,tbItem[2],43200)<enter>    EventManager:ExeFun(\"AddSkillBuff\", 879, 8, 60)<enter>    EventManager:ExeFun(\"AddSkillBuff\", 880, 4, 60)<enter>    EventManager:ExeFun(\"AddSkillBuff\", 385, 7, 60)<enter>    EventManager:ExeFun(\"AddSkillBuff\", 386, 7, 60)<enter>    EventManager:ExeFun(\"AddSkillBuff\", 387, 7, 60)<enter>    local nFCount = EventManager:GetTask(118)<enter>    if nFCount >= 10 then<enter>      EventManager:ExeFun(\"AddTitle\",\"6,12,1,0\");<enter>    end<enter>     EventManager:ExeFun(\"WriteLog\", string.format(\"完成一轮七夕活动，上交1个%s等级蜘蛛网\", i));<enter>    return 0;<enter>  end<enter>end<enter>return 0;<enter>"	SetMsg:1,"    这就是传说中的七彩幻蛛蛛网么？果然非比寻常。<enter>    恩，这是<%EventManager:GetTempTable(33,3).szDelName%>，我能给你的就这些东西，你收着吧。<enter>    顺便问一句，你真的明白了我叫你做这一切的用意了么？<enter>"									
33	4	使用花与酒	item_useitem		0	0	Item:"huayujiu",10080,0,0,""	AddSelect:"    您准备送给你的异性队友吗？她必须与您的亲密度等级达到<color=yellow>3级<color>哦。","确定"		CheckLuaScript:"local szMsg = \"必须和你的女性朋友两人组队并且在附近才能送出祝福。\";<enter>if me.nTeamId <= 0 then<enter>  return 1,szMsg;<enter>end<enter><enter>local tbTeamMemberList = me.GetTeamMemberList();<enter>if not tbTeamMemberList or #tbTeamMemberList ~= 2 then<enter>  return 1,szMsg;<tab><enter>end<enter>local pPlayer;<enter>for _, pMemPlayer in ipairs(tbTeamMemberList) do<enter>   if pMemPlayer.nId ~= me.nId then<enter>     pPlayer = pMemPlayer;<enter>     break;<enter>   end<enter>end<enter>if not pPlayer then<enter>  return 1, szMsg;<enter>end<enter>Setting:SetGlobalObj(pPlayer)<enter>if EventManager:GetTask(125) >= 20 then<enter>  Setting:RestoreGlobalObj()<enter>  return 1, \"你赠送的好友，被赠送次数已达20次，每个玩家最多只能接受20次赠送。\";<enter>end<enter>Setting:RestoreGlobalObj()<enter>if me.GetFriendFavorLevel(pPlayer.szName) < 3 then<enter>  return 1, \"抱歉，你们不是好友关系或亲密度未达3级。\";<enter>end<enter>if pPlayer.CountFreeBagCell() < 1 then<enter>  return 1, \"你要赠送的好友背包空间不足。\";<enter>end<enter>return 0;<enter>",""	CheckSex:0,"必须是男性玩家才能使用",""							SetLuaScript:"<enter>local tbTeamMemberList = me.GetTeamMemberList();<enter>local pPlayer;<enter>for _, pMemPlayer in ipairs(tbTeamMemberList) do<enter>   if pMemPlayer.nId ~= me.nId then<enter>     pPlayer = pMemPlayer;<enter>     break;<enter>   end<enter>end<enter>pPlayer.AddStackItem(18,1,362,1,{bForceBind=1},1);<enter>me.AddFriendFavor(pPlayer.szName,100);<enter>local szMsg1 = \"她回应你：蒙君所赐，岂敢不喜！\";<enter>local szMsg2 = \"花有附言：赠卿一花，把酒共赏！\";<enter>me.Msg(szMsg1);<enter>Dialog:SendBlackBoardMsg(me, szMsg1);<enter>pPlayer.Msg(szMsg2);<enter>Dialog:SendBlackBoardMsg(pPlayer, szMsg2);<enter>Setting:SetGlobalObj(pPlayer)<enter>local nCount = EventManager:GetTask(125);<enter>EventManager:SetTask(125,nCount+1);<enter>Setting:RestoreGlobalObj()<enter>return 0;<enter><enter>"	DelLinkUseItem:"删除"													
33	5	使用诗与剑	item_useitem		0	0	Item:"shiyujian",10080,0,0,""	AddSelect:"    您准备送给你的异性队友吗？他必须与您的亲密度等级达到<color=yellow>3级<color>哦。","确定"		CheckLuaScript:"local szMsg = \"必须和你的男性朋友两人组队并且在附近才能送出祝福。\";<enter>if me.nTeamId <= 0 then<enter>  return 1,szMsg;<enter>end<enter><enter>local tbTeamMemberList = me.GetTeamMemberList();<enter>if not tbTeamMemberList or #tbTeamMemberList ~= 2 then<enter>  return 1,szMsg;<tab><enter>end<enter>local pPlayer;<enter>for _, pMemPlayer in ipairs(tbTeamMemberList) do<enter>   if pMemPlayer.nId ~= me.nId then<enter>     pPlayer = pMemPlayer;<enter>     break;<enter>   end<enter>end<enter>if not pPlayer then<enter>  return 1, szMsg;<enter>end<enter>Setting:SetGlobalObj(pPlayer)<enter>if EventManager:GetTask(125) >= 20 then<enter>  Setting:RestoreGlobalObj()<enter>  return 1, \"你赠送的好友，被赠送次数已达20次，每个玩家最多只能接受20次赠送。\";<enter>end<enter>Setting:RestoreGlobalObj()<enter>if me.GetFriendFavorLevel(pPlayer.szName) < 3 then<enter>  return 1, \"抱歉，你们不是好友关系或亲密度未达3级。\";<enter>end<enter>if pPlayer.CountFreeBagCell() < 1 then<enter>  return 1, \"你要赠送的好友背包空间不足。\";<enter>end<enter>return 0;<enter><enter>",""	CheckSex:1,"必须是女性玩家才能使用",""							SetLuaScript:"<enter>local tbTeamMemberList = me.GetTeamMemberList();<enter>local pPlayer;<enter>for _, pMemPlayer in ipairs(tbTeamMemberList) do<enter>   if pMemPlayer.nId ~= me.nId then<enter>     pPlayer = pMemPlayer;<enter>     break;<enter>   end<enter>end<enter>pPlayer.AddStackItem(18,1,364,1,{bForceBind=1},1);<enter>me.AddFriendFavor(pPlayer.szName,100);<enter>local szMsg1 = \"他回应你：卿心悠悠，岂敢见忘！\";<enter>local szMsg2 = \"诗云：赠君名剑，伴君天涯！\";<enter>me.Msg(szMsg1);<enter>Dialog:SendBlackBoardMsg(me, szMsg1);<enter>pPlayer.Msg(szMsg2);<enter>Dialog:SendBlackBoardMsg(pPlayer, szMsg2);<enter>Setting:SetGlobalObj(pPlayer)<enter>local nCount = EventManager:GetTask(125);<enter>EventManager:SetTask(125,nCount+1);<enter>Setting:RestoreGlobalObj()<enter>return 0;<enter><enter>"	DelLinkUseItem:"删除"													
33	6	使用七色玄香	item_useitem		0	0	Item:"qisexuanxiang",10080,5,0,""			CheckTask:117,8,"    你已经完成了七色玄香燃香任务，不能再进行燃香。",""	CheckTaskGotoEvent:119,0,0,8	CheckLuaScript:"local tbPos = {<enter> {1,1548,3114},<enter> {2,1801,3409},<enter> {3,1821,3153},<enter> {4,1561,3374},<enter> {5,1657,3232},<enter> {6,1549,3304},<enter> {7,1426,3201},<enter>};<enter>local nType = EventManager:GetTask(119);<enter>local nMapId, nX, nY = me.GetWorldPos();<enter>local nGoMapId, nGoX, nGoY = unpack(tbPos[nType]);<enter>if nMapId ~=  nGoMapId or ((nX - nGoX)^2 + (nY - nGoY)^2) >= 200 then<enter>  return 1,string.format(\"您需要到%s（%s，%s）处才能燃香，快去吧！\", GetMapNameFormId(nGoMapId), math.floor(nGoX/8), math.floor(nGoY/16)); <enter>end<enter>return 0;<enter>",""	CheckTaskCurTime:120,10,0,"燃香需心静，如此急躁未免太不诚心！",""					SetLuaScript:"local tbMsg = <enter>{<enter>[1] = \"燃起一支香，拜织女，情若天长！\",<enter>[2]  = \"再燃一支香，祭牵牛，岂在朝暮！\",<enter>[3]  = \"第三支香，叩星河，何时为竭?\",<enter>[4]  = \"四香已燃，天地不合不敢绝！\",<enter>[5]  = \"第五支香，云雾缥缈，痴心达天听！\",<enter>[6]  = \"六香齐燃，海枯石烂，地老天荒！\",<enter>[7]  = \"玄香燃毕，七彩烟雾缭绕。快去告知洁羽公主吧！\",<enter>};<enter>local nCount = EventManager:GetTask(117);<enter>local szMsg = tbMsg[nCount] or tbMsg[1];<enter>if nCount == 7 then<enter>  EventManager:ExeFun(\"DelLinkUseItem\", \"删除\");<enter>end<enter>EventManager:ExeFun(\"SetMsg\", 0, szMsg);<enter>EventManager:ExeFun(\"SetMsg\", 2, szMsg);<enter>return 0;<enter>"	AddTask:117,1	SetTaskCurTime:120	AddBaseExp:4,0											
