TaskId	TaskName	TaskType	Value1	Value2	MapId	MapName	NpcId	NpcName	Num	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Level8	Level9	Level10	Level11
20159	Thần Tí Cung	KillNpc	0	1250	101	Mê Cung Sa Mạc	2174	Thần Tí Cung	24	0	0	0	0	0	10000	0	0	0	0	0
20161	Hắc Thủy Khoái Kỵ Binh	KillNpc	0	1250	101	Mê Cung Sa Mạc	2176	Hắc Thủy Khoái Kỵ Binh	24	0	0	0	0	0	10000	0	0	0	0	0
20162	Mã Tặc Khinh Phủ Thủ	KillNpc	0	1250	101	Mê Cung Sa Mạc	2175	Mã Tặc Khinh Phủ Thủ	24	0	0	0	0	0	10000	0	0	0	0	0
20163	Bốc Sư Tà Giáo	KillNpc	0	1250	102	Kê Quán Động	2164	Bốc Sư Tà Giáo	24	0	0	0	0	0	10000	0	0	0	0	0
20165	Nam Đệ Tử Tà Giáo	KillNpc	0	1250	102	Kê Quán Động	2162	Nam Đệ Tử Tà Giáo	24	0	0	0	0	0	10000	0	0	0	0	0
20166	Nữ Đệ Tử Tà Giáo	KillNpc	0	1250	102	Kê Quán Động	2163	Nữ Đệ Tử Tà Giáo	24	0	0	0	0	0	10000	0	0	0	0	0
20167	Tống Khinh Kỵ Binh	KillNpc	0	1250	103	Thục Cương Sơn	2168	Tống Khinh Kỵ Binh	24	0	0	0	0	0	10000	0	0	0	0	0
20169	Tống Thương Sĩ	KillNpc	0	1250	103	Thục Cương Sơn	2169	Tống Thương Sĩ	24	0	0	0	0	0	10000	0	0	0	0	0
20170	Tống Nõ Thủ	KillNpc	0	1250	103	Thục Cương Sơn	2170	Tống Nõ Thủ	24	0	0	0	0	0	10000	0	0	0	0	0
20171	Nam Ảnh	KillNpc	0	1250	104	Kiếm Các Thục Đạo	2166	Nam Ảnh	24	0	0	0	0	0	10000	0	0	0	0	0
20173	Thần Hành Binh	KillNpc	0	1250	104	Kiếm Các Thục Đạo	2167	Thần Hành Binh	24	0	0	0	0	0	10000	0	0	0	0	0
20174	Nữ Ảnh	KillNpc	0	1250	104	Kiếm Các Thục Đạo	2165	Nữ Ảnh	24	0	0	0	0	0	10000	0	0	0	0	0
20175	Thổ Bố Bốc Sư	KillNpc	0	1250	105	Hoàng Lăng Đoàn Thị	2178	Thổ Bố Bốc Sư	24	0	0	0	0	0	10000	0	0	0	0	0
20177	Tử Diện Võ Sĩ	KillNpc	0	1250	105	Hoàng Lăng Đoàn Thị	2179	Tử Diện Võ Sĩ	24	0	0	0	0	0	10000	0	0	0	0	0
20178	Thổ Bố Tộc Nhân	KillNpc	0	1250	105	Hoàng Lăng Đoàn Thị	2177	Thổ Bố Tộc Nhân	24	0	0	0	0	0	10000	0	0	0	0	0
20179	Kiếm Khách Giang Hồ	KillNpc	0	1250	106	Cửu Nghi Khê	2171	Kiếm Khách Giang Hồ	24	0	0	0	0	0	10000	0	0	0	0	0
20181	Đao Khách Giang Hồ	KillNpc	0	1250	106	Cửu Nghi Khê	2172	Đao Khách Giang Hồ	24	0	0	0	0	0	10000	0	0	0	0	0
20182	Đại Nội Mật Thám	KillNpc	0	1250	106	Cửu Nghi Khê	2173	Đại Nội Mật Thám	24	0	0	0	0	0	10000	0	0	0	0	0
20183	Cấm Vệ Quân Đại Kim	KillNpc	0	1250	107	Long Môn Thạch Quật	2180	Cấm Vệ Quân Đại Kim	24	0	0	0	0	0	0	10000	0	0	0	0
20185	Phi Kỵ Binh Đại Kim	KillNpc	0	1250	107	Long Môn Thạch Quật	2181	Phi Kỵ Binh Đại Kim	24	0	0	0	0	0	0	10000	0	0	0	0
20186	Bang Chúng Ảnh Hội	KillNpc	0	1250	107	Long Môn Thạch Quật	2182	Bang Chúng Ảnh Hội	24	0	0	0	0	0	0	10000	0	0	0	0
20187	Hoàng Lăng Khán Thủ	KillNpc	0	1250	108	Hoàng Lăng Tây Hạ	2195	Hoàng Lăng Khán Thủ	24	0	0	0	0	0	0	10000	0	0	0	0
20189	Đao Thủ Phản Quân	KillNpc	0	1250	108	Hoàng Lăng Tây Hạ	2196	Đao Thủ Phản Quân	24	0	0	0	0	0	0	10000	0	0	0	0
20190	Cổn Đao Thủ	KillNpc	0	1250	108	Hoàng Lăng Tây Hạ	2197	Cổn Đao Thủ	24	0	0	0	0	0	0	10000	0	0	0	0
20191	Lưu Vong Đao Binh	KillNpc	0	1250	109	Hoàng Hạc Lâu	2183	Lưu Vong Đao Binh	24	0	0	0	0	0	0	10000	0	0	0	0
20193	Trú Thành Thủ Quân	KillNpc	0	1250	109	Hoàng Hạc Lâu	2184	Trú Thành Thủ Quân	24	0	0	0	0	0	0	10000	0	0	0	0
20194	Lưu Khấu	KillNpc	0	1250	109	Hoàng Hạc Lâu	2185	Lưu Khấu	24	0	0	0	0	0	0	10000	0	0	0	0
20195	Khổ Công	KillNpc	0	1250	110	Tiến Cúc Động	2190	Khổ Công	24	0	0	0	0	0	0	10000	0	0	0	0
20197	Bang Chúng Bắc Mã	KillNpc	0	1250	110	Tiến Cúc Động	2191	Bang Chúng Bắc Mã	24	0	0	0	0	0	0	10000	0	0	0	0
20198	Bang Chúng Diêm Bang	KillNpc	0	1250	110	Tiến Cúc Động	2189	Bang Chúng Diêm Bang	24	0	0	0	0	0	0	10000	0	0	0	0
20199	Thủ Quân Kiếm Môn	KillNpc	0	1250	111	Kiếm Môn Quan	2186	Thủ Quân Kiếm Môn	24	0	0	0	0	0	0	10000	0	0	0	0
20201	Hắc Thủy Vân Kỵ Binh	KillNpc	0	1250	111	Kiếm Môn Quan	2188	Hắc Thủy Vân Kỵ Binh	24	0	0	0	0	0	0	10000	0	0	0	0
20202	Hộ Quan Thiết Kỵ Binh	KillNpc	0	1250	111	Kiếm Môn Quan	2187	Hộ Quan Thiết Kỵ Binh	24	0	0	0	0	0	0	10000	0	0	0	0
20203	Hộ Tự Tăng Binh	KillNpc	0	1250	112	Thiên Long Tự	2199	Hộ Tự Tăng Binh	24	0	0	0	0	0	0	10000	0	0	0	0
20205	Dũng Sĩ Ô Man	KillNpc	0	1250	112	Thiên Long Tự	2200	Dũng Sĩ Ô Man	24	0	0	0	0	0	0	10000	0	0	0	0
20206	Kỵ Binh Tây Hạ	KillNpc	0	1250	112	Thiên Long Tự	2198	Kỵ Binh Tây Hạ	24	0	0	0	0	0	0	10000	0	0	0	0
20207	Giang Nam Nghĩa Sĩ	KillNpc	0	1250	113	Bang Nguyên Bí Động	2192	Giang Nam Nghĩa Sĩ	24	0	0	0	0	0	0	10000	0	0	0	0
20209	Đông Nam Nghĩa Sĩ	KillNpc	0	1250	113	Bang Nguyên Bí Động	2193	Đông Nam Nghĩa Sĩ	24	0	0	0	0	0	0	10000	0	0	0	0
20210	Giang Bắc Nghĩa Sĩ	KillNpc	0	1250	113	Bang Nguyên Bí Động	2194	Giang Bắc Nghĩa Sĩ	24	0	0	0	0	0	0	10000	0	0	0	0
20211	Truy Binh Thát Đát	KillNpc	0	1250	114	Sắc Lặc Xuyên	2253	Truy Binh Thát Đát	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20212	Kỵ Binh Kim Quốc	KillNpc	0	1250	114	Sắc Lặc Xuyên	2254	Kỵ Binh Kim Quốc	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20213	Đà Lôi Bộ Kỵ Binh	KillNpc	0	1250	114	Sắc Lặc Xuyên	2255	Đà Lôi Bộ Kỵ Binh	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20214	Đại Mạc Đao Khách	KillNpc	0	1250	114	Sắc Lặc Xuyên	2256	Đại Mạc Đao Khách	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20215	Quân Sĩ Tây Hạ	KillNpc	0	1250	115	Gia Dụ Quan	2257	Quân Sĩ Tây Hạ	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20216	Mật Bộ Sĩ Binh	KillNpc	0	1250	115	Gia Dụ Quan	2258	Mật Bộ Sĩ Binh	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20217	Thủ Quân Gia Dụ Quan	KillNpc	0	1250	115	Gia Dụ Quan	2259	Thủ Quân Gia Dụ Quan	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20218	Tái Ngoại Hào Lang	KillNpc	0	1250	115	Gia Dụ Quan	2260	Tái Ngoại Hào Lang	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20219	Diệp Hầu Hoa Sơn	KillNpc	0	1250	116	Hoa Sơn	2261	Diệp Hầu Hoa Sơn	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20220	Thủ Quân Hoa Sơn	KillNpc	0	1250	116	Hoa Sơn	2262	Thủ Quân Hoa Sơn	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20221	Dị Nhân Kiếm Khách	KillNpc	0	1250	116	Hoa Sơn	2263	Dị Nhân Kiếm Khách	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20222	Cường Tặc Hoa Sơn	KillNpc	0	1250	116	Hoa Sơn	2264	Cường Tặc Hoa Sơn	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20223	Phù Du Tán Binh	KillNpc	0	1250	117	Thục Cương Bí Cảnh	2265	Phù Du Tán Binh	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20224	Mâu Thủ Bí Cảnh	KillNpc	0	1250	117	Thục Cương Bí Cảnh	2266	Mâu Thủ Bí Cảnh	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20225	Lang Trung Giang Hồ	KillNpc	0	1250	117	Thục Cương Bí Cảnh	2267	Lang Trung Giang Hồ	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20226	Sơn Miêu	KillNpc	0	1250	117	Thục Cương Bí Cảnh	2268	Sơn Miêu	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20227	Độc Đồng Tử	KillNpc	0	1250	118	Phong Đô Quỷ Thành	2269	Độc Đồng Tử	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20228	Quỷ Nô	KillNpc	0	1250	118	Phong Đô Quỷ Thành	2270	Quỷ Nô	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20229	Quỷ Sứ	KillNpc	0	1250	118	Phong Đô Quỷ Thành	2271	Quỷ Sứ	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20230	Mai Cốt Binh	KillNpc	0	1250	118	Phong Đô Quỷ Thành	2272	Mai Cốt Binh	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20231	Thợ Săn Hắc Miêu	KillNpc	0	1250	119	Miêu Lĩnh	2273	Thợ Săn Hắc Miêu	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20232	Man Nữ Tế Tư	KillNpc	0	1250	119	Miêu Lĩnh	2274	Man Nữ Tế Tư	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20233	Thợ Săn Bạch Miêu	KillNpc	0	1250	119	Miêu Lĩnh	2275	Thợ Săn Bạch Miêu	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20234	Thủ Quân Miêu Lĩnh	KillNpc	0	1250	119	Miêu Lĩnh	2276	Thủ Quân Miêu Lĩnh	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20235	Sĩ Tử Trường Ca Môn	KillNpc	0	1250	120	Vũ Di Sơn	2277	Sĩ Tử Trường Ca Môn	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20236	Lâu La Hồng Y	KillNpc	0	1250	120	Vũ Di Sơn	2278	Lâu La Hồng Y	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20237	Lâu La Tử Y	KillNpc	0	1250	120	Vũ Di Sơn	2279	Lâu La Tử Y	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20238	Hổ Hoang Hoa Nam	KillNpc	0	1250	120	Vũ Di Sơn	2280	Hổ Hoang Hoa Nam	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20239	Thủ Quân Vũ Lăng Sơn	KillNpc	0	1250	121	Vũ Lăng Sơn	2281	Thủ Quân Vũ Lăng Sơn	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20240	Xích Luyện Vương Xà	KillNpc	0	1250	121	Vũ Lăng Sơn	2282	Xích Luyện Vương Xà	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20241	Bưu Bá Khán Thủ	KillNpc	0	1250	121	Vũ Lăng Sơn	2283	Bưu Bá Khán Thủ	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20242	Thảo Quỷ Bà	KillNpc	0	1250	121	Vũ Lăng Sơn	2284	Thảo Quỷ Bà	24	0	0	0	0	0	0	0	10000	10000	10000	10000
