GATEWAY_NAME	ACCOUNT	ITEM_TYPE	ITEM_LEVEL	TOTAL_MONEY_AMOUNT	TIME_LIMIT
gate0110	babyliuliu002	301994100	1	8	43200
gate0110	killerspace	301994074	2	120	43200
gate0110	zjw6466134	301994192	1	80	43200
gate0110	likai362152798	301994191	1	80	43200
gate0110	jianshijie518	301994192	1	80	43200
gate0110	p412398545	301994073	1	40	43200
gate0110	diaojumie1	301994191	1	80	43200
gate0110	xinghuo14448	301994191	1	80	43200
gate0110	zcw_320	301994192	1	80	43200
gate0110	jksdl1978	301994074	2	120	43200
gate0110	gxcfe204212	301994191	1	80	43200
gate0110	qingyidao1980	301994192	1	80	43200
gate0110	wshy86351869	301994055	3	540	43200
gate0110	330821091	301994100	1	8	43200
gate0110	276631262	301994073	1	40	43200
gate0110	c748328121	301994191	1	80	43200
gate0110	jsqianglie06	301994100	1	8	43200
gate0110	haohaoxiansheng3	301994074	1	40	43200
gate0110	twd10066	301994192	1	80	43200
gate0110	33466294	301994074	1	40	43200
gate0110	qq35562495	301994191	1	80	43200
gate0110	babyyu1121	301994192	1	80	43200
gate0110	ksyxt1190377	301994191	1	80	43200
gate0110	zhongjzh	301994192	1	80	43200
gate0110	lp54400135	301994192	1	80	43200
gate0110	z265875222	301994191	1	80	43200
gate0110	baobao9369	301994191	1	80	43200
gate0110	ayugold12	301994100	1	8	43200
gate0110	hbtaaa	301994191	1	80	43200
gate0110	dgyxxajh	301994191	1	80	43200
gate0110	yaobaolei2009	301994192	1	80	43200
gate0110	gxcfe204	301994191	1	80	43200
gate0110	jianshijie518	301994191	1	80	43200
gate0110	KSZZ0964231	301994191	1	80	43200
gate0110	a300b400c500d600	301994192	1	80	43200
gate0110	liu13907399539	301994192	1	80	43200
gate0110	363652648	301994191	1	80	43200
gate0110	zsf1599011	301994192	1	80	43200
gate0110	daisyzao	301994192	1	80	43200
gate0110	yaobaolei2009	301994191	1	80	43200
gate0110	z13488499780	301994192	1	80	43200
gate0110	huangseany	301994191	1	80	43200
gate0110	abslq4474231	301994192	1	80	43200
gate0110	15605950003	301994191	1	80	43200
gate0110	yanzhi28	301994191	1	80	43200
gate0110	kingjenboy	301994191	1	80	43200
gate0110	pinksanly519	301994074	2	120	43200
gate0110	zhoudengjun001	301994191	1	80	43200
gate0110	zggd8	301994192	1	80	43200
gate0110	smgsg1966	301994191	1	80	43200
gate0110	z265875222	301994192	1	80	43200
gate0110	loveccg2	301994191	1	80	43200
gate0110	jsqianglie05	301994100	1	8	43200
gate0110	aoqi0504	301994191	1	80	43200
gate0110	13348579905	301994191	1	80	43200
gate0110	30636336b	301994192	1	80	43200
gate0110	13913955950	301994192	1	80	43200
gate0110	zggdfsdb	301994191	1	80	43200
gate0110	yinjian1386662	301994191	1	80	43200
gate0110	loveccg2	301994192	1	80	43200
gate0110	zhyfy123147	301994192	1	80	43200
gate0110	asdf67253978	301994192	1	80	43200
gate0110	kszz0190043	301994191	1	80	43200
gate0110	zhoup7412398545	301994074	1	40	43200
gate0110	shiyan_yn0802	301994191	1	80	43200
gate0110	69905466	301994191	1	80	43200
gate0110	xxzh66	301994191	1	80	43200
gate0110	zxdcyh3	301994100	1	8	43200
gate0110	liyangbin0218	301994192	1	80	43200
gate0110	3383544	301994074	1	40	43200
gate0110	527288989	301994191	1	80	43200
gate0110	197331f	301994191	1	80	43200
gate0110	tt197008	301994192	1	80	43200
gate0110	haohaoxiansheng3	301994074	1	40	43200
gate0110	330821091	301994100	1	8	43200
gate0110	zhang258488006	301994191	1	80	43200
gate0110	gogittey	301994192	1	80	43200
gate0110	xhxh9191@yahoo.com	301994191	1	80	43200
gate0110	shi123ok	301994191	1	80	43200
gate0110	qingyidao1980	301994191	1	80	43200
gate0110	mugelee	301994192	1	80	43200
gate0110	wnmys	301994191	1	80	43200
gate0110	xajiuyao1314	301994055	2	180	43200
gate0110	xuzishuo5266002	301994074	1	40	43200
gate0110	kyozj1124	301994191	1	80	43200
gate0110	yifenfei012	301994191	1	80	43200
gate0110	killerspace	301994191	1	80	43200
gate0110	88662565wzf	301994191	1	80	43200
gate0110	heqaun	301994192	1	80	43200
gate0110	15605950003	301994192	1	80	43200
gate0110	abslq4474231	301994191	1	80	43200
gate0110	sro_1155807	301994191	1	80	43200
gate0110	wangrong1000	301994192	1	80	43200
gate0110	hc610790299	301994191	1	80	43200
gate0110	scada@banner	301994192	1	80	43200
gate0110	13618254730	301994191	1	80	43200
gate0110	yyjcmsou99	301994191	1	80	43200
gate0110	dragon_22610	301994191	1	80	43200
gate0110	86552047	301994192	1	80	43200
gate0110	zhyfy112421	301994191	1	80	43200
gate0110	226417105	301994192	1	80	43200
gate0110	tree7363	301994192	1	80	43200
gate0110	lei92115200	301994073	2	120	43200
gate0110	13797508971b	301994191	1	80	43200
gate0110	uejnwwgfss@qq.com	301994192	1	80	43200
gate0110	watergao52	301994073	1	40	43200
gate0110	watergao52	301994074	1	40	43200
gate0110	lhx_1975	301994192	1	80	43200
gate0110	yejiaojun1	301994192	1	80	43200
gate0110	whq7892541	301994191	1	80	43200
gate0110	diaojikos	301994191	1	80	43200
gate0110	maouxiang250	301994191	1	80	43200
gate0110	wx1984424	301994192	1	80	43200
gate0110	geyongliang2659	301994192	1	80	43200
gate0110	smgsg1966	301994192	1	80	43200
gate0110	hkw0009	301994191	1	80	43200
gate0110	xhxh9191@yahoo.com	301994192	1	80	43200
gate0110	371208784	301994055	1	36	43200
gate0110	258523952	301994192	1	80	43200
gate0110	gxcfe204	301994074	2	120	43200
gate0110	33466294	301994073	1	40	43200
gate0110	47017548	301994191	1	80	43200
gate0110	86051249@qq.com	301994192	1	80	43200
gate0110	578191518	301994191	1	80	43200
gate0110	haohaoxiansheng4	301994055	1	36	43200
gate0110	zjw1011082	301994192	1	80	43200
gate0110	feifang19	301994191	1	80	43200
gate0110	zhong_coll	301994192	1	80	43200
gate0110	136428930	301994191	1	80	43200
gate0110	z0507221029	301994191	1	80	43200
gate0110	hbtaaa	301994191	1	80	43200
gate0110	luo888sc1980	301994191	1	80	43200
gate0110	xajiuyao1314	301994055	2	180	43200
gate0110	jszztz@yahoo.com.cn	301994192	1	80	43200
gate0110	gzealll	301994192	1	80	43200
gate0110	zxgyu	301994192	1	80	43200
gate0110	tianehu1@sina.com	301994192	1	80	43200
gate0110	3301665981987	301994191	1	80	43200
gate0110	85261230	301994191	1	80	43200
gate0110	jiangc366	301994192	1	80	43200
gate0110	superdarb1	301994192	1	80	43200
gate0110	yanzhi28	301994192	1	80	43200
gate0110	wuydi127	301994191	1	80	43200
gate0110	W_YG003	301994100	1	8	43200
gate0110	wuya4502396161	301994100	1	8	43200
gate0110	jksdl1978	301994073	2	120	43200
gate0110	chendong2500	301994192	1	80	43200
gate0110	liu888sc1986	301994191	1	80	43200
gate0110	jsqianglie06	301994100	1	8	43200
gate0110	chen37085139	301994191	1	80	43200
gate0110	hexiaohao1	301994192	1	80	43200
gate0110	GQUN	301994100	1	8	43200
gate0110	77438831	301994191	1	80	43200
gate0110	33466293	301994074	1	40	43200
gate0110	huafa581@163.com	301994191	1	80	43200
gate0110	uejnwwgfss@qq.com	301994191	1	80	43200
gate0110	storm19772	301994192	1	80	43200
gate0110	kobejx	301994055	1	36	43200
gate0110	zjw1011082	301994191	1	80	43200
gate0110	ayugold88	301994100	1	8	43200
gate0110	flog3	301994102	1	1000	43200
gate0110	yuio147852963	301994192	1	80	43200
gate0110	wengang79	301994191	1	80	43200
gate0110	ro9717	301994100	1	8	43200
gate0110	lm.8b_051656	301994191	1	80	43200
gate0110	tt1970112	301994191	1	80	43200
gate0110	york19810216	301994191	1	80	43200
gate0110	zthy06	301994192	1	80	43200
gate0110	z26587522	301994192	1	80	43200
gate0110	haohaoxiansheng3	301994100	1	8	43200
gate0110	chendong2300	301994191	1	80	43200
gate0110	hhjllj1989	301994191	1	80	43200
gate0110	feifeih326	301994191	1	80	43200
gate0110	hyy860212	301994192	1	80	43200
gate0110	xuxuzishuo5266001	301994192	1	80	43200
gate0110	xjz2915192	301994191	1	80	43200
gate0110	feifei6575	301994191	1	80	43200
gate0110	feifei6575	301994192	1	80	43200
gate0110	107439553	301994191	1	80	43200
gate0110	3383544	301994073	1	40	43200
gate0110	479013976	301994191	1	80	43200
gate0110	hnq712900	301994192	1	80	43200
gate0110	lm19792	301994192	1	80	43200
gate0110	gzealll	301994191	1	80	43200
gate0110	w261561327	301994192	1	80	43200
gate0110	wutong394478331	301994100	1	8	43200
gate0110	yyjcmsou88	301994191	1	80	43200
gate0110	killerspace	301994073	2	120	43200
gate0110	yangbo@jianshi	301994191	1	80	43200
gate0110	anshunyxt	301994192	1	80	43200
gate0110	liuchaofan007	301994192	1	80	43200
gate0110	zhuai2111	301994191	1	80	43200
gate0110	han414730971	301994192	1	80	43200
gate0110	ljwking002	301994191	1	80	43200
gate0110	zhyfy33161465	301994191	1	80	43200
gate0110	xaf19760611	301994192	1	80	43200
gate0110	s1884866	301994192	1	80	43200
gate0110	life1816	301994192	1	80	43200
gate0110	371208784	301994191	1	80	43200
gate0110	tree7363	301994191	1	80	43200
gate0110	pyb383124035	301994192	1	80	43200
gate0110	81548611	301994202	1	50	43200
gate0110	15605958000	301994100	1	8	43200
gate0110	ayugold88888	301994100	1	8	43200
gate0110	haohaoxiansheng3	301994073	1	40	43200
gate0110	13348579905	301994192	1	80	43200
gate0110	c168436065	301994192	1	80	43200
gate0110	wx1984424	301994191	1	80	43200
gate0110	storm19771	301994192	1	80	43200
gate0110	leeolian	301994192	1	80	43200
gate0110	135673792	301994191	1	80	43200
gate0110	geyongliang000	301994192	1	80	43200
gate0110	3383544	301994073	1	40	43200
gate0110	liyong52588888	301994191	1	80	43200
gate0110	j184020724	301994192	1	80	43200
gate0110	love_pengjunhao	301994192	1	80	43200
gate0110	lingchao_23	301994192	1	80	43200
gate0110	371812425	301994100	1	8	43200
gate0110	836151058a	301994191	1	80	43200
gate0110	ming30202253	301994192	1	80	43200
gate0110	weishiying83662255	301994192	1	80	43200
gate0110	green831214	301994192	1	80	43200
gate0110	gbyyy77	301994191	1	80	43200
gate0110	ab481914	301994055	1	36	43200
gate0110	xuzishuo5266002	301994100	1	8	43200
gate0110	szz0446547	301994191	1	80	43200
gate0110	babyliuliu002	301994100	1	8	43200
gate0110	kingjenboy8	301994191	1	80	43200
gate0110	3301665981987	301994192	1	80	43200
gate0110	pinksanly519	301994073	2	120	43200
gate0110	cid7993	301994192	1	80	43200
gate0110	zheng13508465665	301994191	1	80	43200
gate0110	lzb3083	301994192	1	80	43200
gate0110	kaizi362152798	301994191	1	80	43200
gate0110	jiangc366	301994191	1	80	43200
gate0110	scmyliuh	301994055	1	36	43200
gate0110	p412398545	301994073	1	40	43200
gate0110	diaojumie	301994191	1	80	43200
gate0110	heiqiuwan	301994192	1	80	43200
gate0110	jksdl1978	301994074	2	120	43200
gate0110	jksdl1978	301994074	2	120	43200
gate0110	oywelm2008	301994192	1	80	43200
gate0110	330821091	301994100	1	8	43200
gate0110	330821091	301994100	1	8	43200
gate0110	hczjt1002	301994191	1	80	43200
gate0110	zj988112	301994192	1	80	43200
gate0110	gang8725	301994191	1	80	43200
gate0110	kobejx	301994055	1	36	43200
gate0110	hongjinlong6002	301994191	1	80	43200
gate0110	zy730527	301994191	1	80	43200
gate0110	ws8862154	301994100	1	8	43200
gate0110	334119348	301994191	1	80	43200
gate0110	xxzh666	301994191	1	80	43200
gate0110	ro9717	301994100	1	8	43200
gate0110	zxdcyh3	301994100	1	8	43200
gate0110	awawlove	301994191	1	80	43200
gate0110	twd10066	301994191	1	80	43200
gate0110	9777qiang	301994100	1	8	43200
gate0110	759839374	301994192	1	80	43200
gate0110	hh327514	301994191	1	80	43200
gate0110	929771432langhua	301994192	1	80	43200
gate0110	136428930	301994192	1	80	43200
gate0110	3383544	301994073	1	40	43200
gate0110	3383544	301994073	1	40	43200
gate0110	xjz2915192	301994192	1	80	43200
gate0110	haohaoxiansheng4	301994055	1	36	43200
gate0110	82017358	301994191	1	80	43200
gate0110	zhyfy33161465	301994192	1	80	43200
gate0110	xuzishuo5266003	301994074	1	40	43200
gate0110	myf22myf1	301994100	1	8	43200
gate0110	guming830214	301994192	1	80	43200
gate0110	kingjenboy4	301994192	1	80	43200
gate0110	supersinba09	301994191	1	80	43200
gate0110	babyliuliu002	301994100	1	8	43200
gate0110	killerspace	301994074	2	120	43200
gate0110	pinksanly519	301994073	3	215	43200
gate0110	kingjenboy13	301994191	1	80	43200
gate0110	918031	301994192	1	80	43200
gate0110	xiake4026	301994191	1	80	43200
gate0110	kszz0342174	301994192	1	80	43200
gate0110	412093763	301994191	1	80	43200
gate0110	hanliang1020	301994191	1	80	43200
gate0110	p412398545	301994073	1	40	43200
gate0110	p412398545	301994073	1	40	43200
gate0110	gaiyinwei1	301994192	1	80	43200
gate0110	dink_2o08	301994191	1	80	43200
gate0110	dragon_26610	301994191	1	80	43200
gate0110	scmyliuh	301994055	1	36	43200
gate0110	jj20060625	301994191	1	80	43200
gate0110	13909236286	301994192	1	80	43200
gate0110	daisyzao	301994191	1	80	43200
gate0110	qixianyao6	301994191	1	80	43200
gate0110	feng92725	301994192	1	80	43200
gate0110	xxn1928	301994191	1	80	43200
gate0110	scmyliuh	301994192	1	80	43200
gate0110	l184020724	301994192	1	80	43200
gate0110	ronger515	301994191	1	80	43200
gate0110	15605958000	301994100	1	8	43200
gate0110	13797508971b	301994192	1	80	43200
gate0110	258523952@qq.com	301994191	1	80	43200
gate0110	105610390	301994192	1	80	43200
gate0110	55135218@qq.com	301994191	1	80	43200
gate0110	f706953502	301994192	1	80	43200
gate0110	sinian1981	301994191	1	80	43200
gate0110	330821091	301994100	1	8	43200
gate0110	wwc13481368154	301994191	1	80	43200
gate0110	2007022119810130	301994191	1	80	43200
gate0110	chen.bin.413000	301994192	1	80	43200
gate0110	527288989	301994192	1	80	43200
gate0110	33466293	301994073	1	40	43200
gate0110	god8610281	301994055	1	36	43200
gate0110	ab481914	301994055	1	36	43200
gate0110	ab481914	301994055	1	36	43200
gate0110	kingjenboy10	301994192	1	80	43200
gate0110	ayugold12	301994100	1	8	43200
gate0110	hbtaaa	301994192	1	80	43200
gate0110	13487409517	301994192	1	80	43200
gate0110	xuzishuo5266001	301994074	1	40	43200
gate0110	dragon_22610	301994192	1	80	43200
gate0110	807401000	301994192	1	80	43200
gate0110	wutong394478331	301994100	1	8	43200
gate0110	tianyuan54082	301994192	1	80	43200
gate0110	aifen99588	301994055	1	36	43200
gate0110	fghymye1000	301994192	1	80	43200
gate0110	w27954973	301994191	1	80	43200
gate0110	heqaun	301994191	1	80	43200
gate0110	chengxu1017	301994191	1	80	43200
gate0110	15605950005	301994191	1	80	43200
gate0110	wisun.dd	301994191	1	80	43200
gate0110	wang1314yy	301994055	1	36	43200
gate0110	xuzishuo5266001	301994073	1	40	43200
gate0110	jksdl1978	301994073	2	120	43200
gate0110	hequnbo78	301994192	1	80	43200
gate0110	jiaojiaoyulong	301994191	1	80	43200
gate0110	kstg4383643	301994100	1	8	43200
gate0110	wangyuzhh415	301994191	1	80	43200
gate0110	33466293	301994074	1	40	43200
gate0110	z26587522	301994191	1	80	43200
gate0110	kzxfh33133138	301994191	1	80	43200
gate0110	liyong52588888	301994192	1	80	43200
gate0110	kay_ling	301994192	1	80	43200
gate0110	hanzhuyihao	301994100	1	8	43200
gate0110	52013147qianqian	301994192	1	80	43200
gate0110	69905466	301994192	1	80	43200
gate0110	tiandandanyx	301994192	1	80	43200
gate0110	weibo_5@163.com	301994192	1	80	43200
gate0110	sd2942250	301994102	1	1000	43200
gate0110	tt1970111	301994191	1	80	43200
gate0110	gxcfe212	301994191	1	80	43200
gate0110	haohaoxiansheng3	301994100	1	8	43200
gate0110	ksyxt1190377	301994192	1	80	43200
gate0110	yx19991123	301994192	1	80	43200
gate0110	zxdcyh3	301994100	1	8	43200
gate0110	371812425	301994100	1	8	43200
gate0110	lxywlslllll	301994192	1	80	43200
gate0110	hc82885157	301994192	1	80	43200
gate0110	shaodan316	301994191	1	80	43200
gate0110	liuchaofan007	301994191	1	80	43200
gate0110	szz0445761	301994191	1	80	43200
gate0110	zheng13508465665	301994192	1	80	43200
gate0110	luo888sc1980	301994192	1	80	43200
gate0110	zxdcyh1	301994191	1	80	43200
gate0110	64625311	301994192	1	80	43200
gate0110	15605950005	301994192	1	80	43200
gate0110	zhyfy123147	301994191	1	80	43200
gate0110	chuyingdong1	301994192	1	80	43200
gate0110	956024440	301994192	1	80	43200
gate0110	GQUN	301994100	1	8	43200
gate0110	5331974wswq	301994192	1	80	43200
gate0110	gxcfe204212	301994192	1	80	43200
gate0110	ayugold88	301994100	1	8	43200
gate0110	flog3	301994102	1	1000	43200
gate0110	chendong2300	301994192	1	80	43200
gate0110	god8610281	301994055	1	36	43200
gate0110	wflking11	301994191	1	80	43200
gate0110	zhouzeguo825	301994192	1	80	43200
gate0110	33466294	301994073	1	40	43200
gate0110	ljwking005	301994191	1	80	43200
gate0110	lds459011315	301994191	1	80	43200
gate0110	zzjjrongrong	301994192	1	80	43200
gate0110	9777qiang	301994100	1	8	43200
gate0110	luli1011	301994192	1	80	43200
gate0110	showmezhu3	301994191	1	80	43200
gate0110	hdj77777777	301994192	1	80	43200
gate0110	3383544	301994073	1	40	43200
gate0110	479013976	301994192	1	80	43200
gate0110	ayugold12	301994100	1	8	43200
gate0110	ht6217079	301994192	1	80	43200
gate0110	zhangaiying613	301994191	1	80	43200
gate0110	zxgyu	301994191	1	80	43200
gate0110	wsk362321	301994191	1	80	43200
gate0110	1610075	301994192	1	80	43200
gate0110	7758258wdjx	301994191	1	80	43200
gate0110	lzb3083	301994191	1	80	43200
gate0110	xanfj123	301994191	1	80	43200
gate0110	djun395	301994192	1	80	43200
gate0110	13711261608	301994191	1	80	43200
gate0110	kingjenboy5	301994192	1	80	43200
gate0110	wuya4502396161	301994100	1	8	43200
gate0110	67934900	301994192	1	80	43200
gate0110	dink_2o08	301994192	1	80	43200
gate0110	lxywlslllll	301994191	1	80	43200
gate0110	13027333383	301994191	1	80	43200
gate0110	dahuixiaolei_123	301994191	1	80	43200
gate0110	y62516771	301994191	1	80	43200
gate0110	zhangzhitao319	301994192	1	80	43200
gate0110	haohaoxiansheng2	301994100	1	8	43200
gate0110	watergao52	301994073	1	40	43200
gate0110	ayugold88888	301994100	1	8	43200
gate0110	ayugold88888	301994100	1	8	43200
gate0110	334119348	301994192	1	80	43200
gate0110	hdj77777777	301994191	1	80	43200
gate0110	w1884866	301994191	1	80	43200
gate0110	956024440	301994191	1	80	43200
gate0110	sc512001a	301994192	1	80	43200
gate0110	ayugold88	301994100	1	8	43200
gate0110	9158574177	301994192	1	80	43200
gate0110	liuyifengwcc	301994055	1	36	43200
gate0110	god8610281	301994055	1	36	43200
gate0110	haohaoxiansheng3	301994100	1	8	43200
gate0110	zggd3	301994192	1	80	43200
gate0110	yst080606	301994102	1	1000	43200
gate0110	xxzh66	301994192	1	80	43200
gate0110	3383544	301994073	1	40	43200
gate0110	hc95604485	301994192	1	80	43200
gate0110	haohaoxiansheng01	301994055	1	36	43200
gate0110	tt197002	301994192	1	80	43200
gate0110	sos521xiao	301994191	1	80	43200
gate0110	sos521xiao	301994192	1	80	43200
gate0110	lcxx224522e	301994191	1	80	43200
gate0110	chuyingdong1	301994191	1	80	43200
gate0110	zyxwhym	301994191	1	80	43200
gate0110	ksdd0865137	301994191	1	80	43200
gate0110	zggd4	301994191	1	80	43200
gate0110	ab481914	301994055	1	36	43200
gate0110	13618254730	301994192	1	80	43200
gate0110	tianyuan54082	301994191	1	80	43200
gate0110	kingjenboy2	301994192	1	80	43200
gate0110	hbtaaaa	301994191	1	80	43200
gate0110	kaixuan0088	301994191	1	80	43200
gate0110	killerspace	301994192	1	80	43200
gate0110	woyanqi1	301994191	1	80	43200
gate0110	huangldcctv	301994192	1	80	43200
gate0110	aifen99588	301994192	1	80	43200
gate0110	baiqingfang	301994191	1	80	43200
gate0110	88662565wzf	301994192	1	80	43200
gate0110	aa364941293	301994192	1	80	43200
gate0110	383637473	301994191	1	80	43200
gate0110	ljwking001	301994191	1	80	43200
gate0110	du2293396	301994192	1	80	43200
gate0110	hequnbo78	301994191	1	80	43200
gate0110	13002983876	301994192	1	80	43200
gate0110	jianshiyangbo	301994191	1	80	43200
gate0110	jsqianglie05	301994100	1	8	43200
gate0110	tt197008	301994191	1	80	43200
gate0110	zxgsjn	301994191	1	80	43200
gate0110	371208784	301994192	1	80	43200
gate0110	kstg4383643	301994100	1	8	43200
gate0110	l13521582554	301994191	1	80	43200
gate0110	zjh9398794038	301994192	1	80	43200
gate0110	chenyinan200611	301994192	1	80	43200
gate0110	haohaoxiansheng2	301994100	1	8	43200
gate0110	wshy86351869	301994055	3	540	43200
gate0110	geyongliang000	301994191	1	80	43200
gate0110	gogiliio	301994191	1	80	43200
gate0110	zjf2008cz	301994191	1	80	43200
gate0110	zjf2008cz	301994192	1	80	43200
gate0110	bafhvvtkd223488	301994191	1	80	43200
gate0110	luli1011	301994191	1	80	43200
gate0110	hhoo888@yahoo.com.cn	301994191	1	80	43200
gate0110	yejiaojun1	301994191	1	80	43200
gate0110	50820881	301994191	1	80	43200
gate0110	kobejx	301994192	1	80	43200
gate0110	lrc79048169711	301994192	1	80	43200
gate0110	lxs662505	301994192	1	80	43200
gate0110	zhongjzh	301994191	1	80	43200
gate0110	yang2008scmy	301994192	1	80	43200
gate0110	ro9717	301994100	1	8	43200
gate0110	jsqianglie09	301994100	1	8	43200
gate0110	lzh_1818@sina.com	301994192	1	80	43200
gate0110	sd2942250	301994192	1	80	43200
gate0110	3383544	301994074	1	40	43200
gate0110	zhanghaihua815	301994191	1	80	43200
gate0110	scmyliuh	301994191	1	80	43200
gate0110	zhangzhitao319	301994191	1	80	43200
gate0110	kingjenboy4	301994192	1	80	43200
gate0110	sswwxx44	301994192	1	80	43200
gate0110	zhoudengjun001	301994192	1	80	43200
gate0110	xuzishuo5266001	301994100	1	8	43200
gate0110	myf22myf1	301994100	1	8	43200
gate0110	opin8384	301994192	1	80	43200
gate0110	szz0446547	301994192	1	80	43200
gate0110	881922127	301994055	2	180	43200
gate0110	881922127	301994055	2	180	43200
gate0110	p412398545	301994074	1	40	43200
gate0110	shenmei1314	301994192	1	80	43200
gate0110	gulinglif	301994191	1	80	43200
gate0110	ppxjg	301994191	1	80	43200
gate0110	gaiyinwei1	301994191	1	80	43200
gate0110	wang1314yy	301994055	1	36	43200
gate0110	yejiaojun2	301994192	1	80	43200
gate0110	liyi13658337297	301994192	1	80	43200
gate0110	ljwking003	301994192	1	80	43200
gate0110	13711261608	301994192	1	80	43200
gate0110	789_qaz	301994191	1	80	43200
gate0110	kaixuan0088	301994192	1	80	43200
gate0110	aaaaaa245649678	301994191	1	80	43200
gate0110	1006392715	301994191	1	80	43200
gate0110	ykp_jxsj_06	301994191	1	80	43200
gate0110	kstg4383643	301994100	1	8	43200
gate0110	3383544	301994074	1	40	43200
gate0110	sc512001a	301994191	1	80	43200
gate0110	68958248	301993985	7	2240	43200
gate0110	371208784	301994055	1	36	43200
gate0110	yx19991123	301994191	1	80	43200
gate0110	lbc19770513331	301994192	1	80	43200
gate0110	chenyunyu1995107	301994073	2	120	43200
gate0110	dylone	301994192	1	80	43200
gate0110	haohaoxiansheng01	301994100	1	8	43200
gate0110	3383544	301994074	1	40	43200
gate0110	3383544	301994074	1	40	43200
gate0110	l184020724	301994191	1	80	43200
gate0110	xuly0917	301994192	1	80	43200
gate0110	yy870910	301994191	1	80	43200
gate0110	wjwj7778	301994192	1	80	43200
gate0110	74570979	301994191	1	80	43200
gate0110	liyong525888	301994192	1	80	43200
gate0110	425469616	301994191	1	80	43200
gate0110	55135218@qq.com	301994192	1	80	43200
gate0110	kevenelan	301994192	1	80	43200
gate0110	hc82885157	301994191	1	80	43200
gate0110	chengxu1017	301994192	1	80	43200
gate0110	myf22myf1	301994100	1	8	43200
gate0110	xuzishuo5266002	301994074	1	40	43200
gate0110	807401000	301994191	1	80	43200
gate0110	statrlyw11	301994191	1	80	43200
gate0110	2826@123.123	301994191	1	80	43200
gate0110	53679190@qq.com	301994191	1	80	43200
gate0110	881922127	301994055	2	180	43200
gate0110	xinghuo14448	301994192	1	80	43200
gate0110	zhuxia221199	301994191	1	80	43200
gate0110	yilushyouni	301994192	1	80	43200
gate0110	mugelee	301994191	1	80	43200
gate0110	2jianxia2.shijie	301994192	1	80	43200
gate0110	13909236286	301994191	1	80	43200
gate0110	kyozj1124	301994192	1	80	43200
gate0110	k4hvdxjg	301994191	1	80	43200
gate0110	easter_lgj	301994192	1	80	43200
gate0110	kingjenboy3	301994192	1	80	43200
gate0110	yanghang15887225030	301994191	1	80	43200
gate0110	jsqianglie06	301994100	1	8	43200
gate0110	s1884866	301994191	1	80	43200
gate0110	lixuxuhua	301994191	1	80	43200
gate0110	qq84684005	301994192	1	80	43200
gate0110	liuting677	301994191	1	80	43200
gate0110	liuyifengwcc	301994055	1	36	43200
gate0110	aaabbbccc334	301994191	1	80	43200
gate0110	wxq19791123	301994191	1	80	43200
gate0110	zhaoliangcc	301994192	1	80	43200
gate0110	3383544	301994074	1	40	43200
gate0110	iloveyu815	301994192	1	80	43200
gate0110	liyong52588	301994192	1	80	43200
gate0110	wl378324867	301994102	1	1000	43200
gate0110	sd2942250	301994191	1	80	43200
gate0110	5331974	301994192	1	80	43200
gate0110	storm19773	301994192	1	80	43200
gate0110	16793951	301994192	1	80	43200
gate0110	kingjenboy1	301994191	1	80	43200
gate0110	kingjenboy4	301994191	1	80	43200
gate0110	xuzishuo5266001	301994100	1	8	43200
gate0110	xuzishuo5266002	301994073	1	40	43200
gate0110	statrlyw11	301994192	1	80	43200
gate0110	zjj13574435945	301994192	1	80	43200
gate0110	wutong394478331	301994100	1	8	43200
gate0110	kingjenboy14	301994192	1	80	43200
gate0110	15605957992	301994192	1	80	43200
gate0110	158165602	301994191	1	80	43200
gate0110	wuya4502396161	301994100	1	8	43200
gate0110	pinksanly519	301994073	2	120	43200
gate0110	pinksanly519	301994073	2	120	43200
gate0110	hongjinlong6002	301994192	1	80	43200
gate0110	heiqiuwan	301994191	1	80	43200
gate0110	watergao52	301994074	1	40	43200
gate0110	watergao52	301994074	1	40	43200
gate0110	81942136	301994191	1	80	43200
gate0110	371208784	301994055	1	36	43200
gate0110	371208784	301994055	1	36	43200
gate0110	15605958000	301994100	1	8	43200
gate0110	maouxiang250	301994192	1	80	43200
gate0110	chenyunyu1995107	301994073	2	120	43200
gate0110	god8610281	301994055	1	36	43200
gate0110	sztangjunfeng@163.com	301994055	3	540	43200
gate0110	a8770823a	301994191	1	80	43200
gate0110	exsheroo	301994192	1	80	43200
gate0110	3383544	301994074	1	40	43200
gate0110	33466294	301994074	1	40	43200
gate0110	chenyinan200611	301994191	1	80	43200
gate0110	liyong5258888	301994192	1	80	43200
gate0110	15605950006	301994192	1	80	43200
gate0110	13908809374	301994192	1	80	43200
gate0110	wangchuan2556568	301994191	1	80	43200
gate0110	1610075@qq.com	301994192	1	80	43200
gate0110	330821091	301994100	1	8	43200
gate0110	zhangleyou9	301994191	1	80	43200
gate0110	3383544	301994073	1	40	43200
gate0110	178265895	301994192	1	80	43200
gate0110	oywemy2008	301994192	1	80	43200
gate0110	tt1970112	301994192	1	80	43200
gate0110	haohaoxiansheng4	301994055	1	36	43200
gate0110	chen37085139	301994192	1	80	43200
gate0110	babyyu1121	301994191	1	80	43200
gate0110	lfyy918	301994191	1	80	43200
gate0110	chengyujingwin	301994192	1	80	43200
gate0110	893963170	301994191	1	80	43200
gate0110	xuzishuo5266002	301994073	1	40	43200
gate0110	panda_dm	301994192	1	80	43200
