TASK_GROUP	TASK_ID_FIRST	TASK_ID_LAST	TASK_NAME	TASK_OVERDATE	SYNC_FLAG	CLIENT_FLAG	TASK_DESCRIBE
1025	81	81	演戏		1		
1025	82	82	演戏保护		1		
1025	83	83	新手村乘船保护		1		
1025	84	84	青螺岛战国任务		1		
1025	85	85	古墓日常逍遥完成		1		
1025	86	86	古墓日常逍遥5次累计变量		1		
1025	87	87	时光殿每周完成1次		1		
1025	88	88	辰虫镇每周完成1次		1		
1025	89	89	逍遥谷		1		
1025	90	90	藏宝图		1		
1025	91	91	青螺岛任务完成		1		
1025	92	92	25级新手村过渡任务完成		1		
1026	1	1	宝石任务之普通打孔				
1026	2	2	宝石任务之镶嵌宝石				
1026	3	3	宝石任务打特殊孔				
1026	4	4	宝石任务完成不能重复接取				
1027	52	53	军营任务参加次数统计使用				
2000	1	1	Hệ thống đại lao-giám sát trạng thái				
2000	2	2	Hệ thống đại lao-tẩy điểm PK (thời gian còn lại -timer)				
2000	3	3	Hệ thống Thiên lao-thời gian ngồi tù còn lại (đơn vị: phút)				
2000	4	4	Chức năng cấm nói		1		
2000	5	5	禁止客户端操作		1		
2000	6	6	客户端屏蔽其他玩家显示		1	0	
2001			Hệ thống Tống Kim, tạm thời chưa có chi tiết				
2001	9	9	Chiến Trường Tống Kim-điểm quân nhu		1		
2001	12	12	Chiến Trường Tống Kim-biến lượng người chơi chưa nhận được lệnh bài		1		
2001	13	13	Chiến Trường Tống Kim-biến lượng nhận được túi phúc		1		
2002	1	1	Thời gian sử dụng Quả Huy Hoàng		1		
2002	2	2	Số lần sử dụng Quả Huy Hoàng mỗi ngày		1		
2002	3	3	Thời gian sử dụng Quả Hoàng Kim		1		
2002	4	4	Số lần sử dụng Quả Hoàng Kim (bỏ)				
2002	5	5	Huy hoàng Chi Quốc-Danh vọng tối đa mỗi tuần		1		
2003	1	1000	Log thống kê hành vi người chơi				
2004	1	1	Sự kiện mỗi ngày				
2004	1	2	Sự kiện mỗi tuần				
2004	1	3	Sự kiện mỗi tháng				
2005	1	1	Tăng điểm Tinh lực, Hoạt lực tạm thời				
2006	1	1	Tâm đắc thư-số lần sử dụng tối đa mỗi ngày		1		
2006	2	2	Có (không) đang sử dụng Tâm đắc thư luyện công				
2006	3	3	Tích lũy kinh nghiệm thăng cấp				
2007	1	1	Từ Bi Tâm Kinh-log số lần sử dụng Từ Bi Tâm Kinh trong ngày hôm đó				
2008	1	50	Chiếm dụng Lôi đài Công Bình Tử				
2009	1	1	Số lần PK Bạch Hổ Đường		1	0	
2009	2	2	Bạch Hổ Đường-Danh vọng tối đa mỗi tuần		1		
2009	3	3	Bạch Hổ Đường-số lần sử dụng Lệnh bài tối đa trong tuần				
2009	4	4	Bạch Hổ Đường-log số lần sử dụng Lệnh bài trong tuần				
2009	5	5	Số lần PK Bạch Hổ Đường cộng thêm		1	0	
2009	6	6	Thời gian Bạch Hổ Đường		1	0	
2010	1	1	Tàng bảo đồ-đẳng cấp ngươi chơi đào kho báu				
2011	1	1	Tẩy Tủy Đảo-Lệnh bài Tẩy tủy hạn chế số lần sử dụng				
2011	15	18	Biến lượng nhiệm vụ Tẩy Tủy Đảo				
2012	1	10	Đoán Hoa Đăng		1		
2013	1	4	Số lần sử dụng Túi Phúc		1		
2013	1	7	Dùng bổ sung thời gian tu luyện		1		
2013	5	7	Ký hiệu và số lần Túi phúc người chơi server con nhận thêm sau khi gộp server		0	0	
2014	1	1	Sử dụng nộ khí		1		
2015	1	1	Nhiệm vụ Dã Tẩu-Uy danh tối đa mỗi tuần		1		
2015	2	11	Uy danh giang hồ tối đa		1		
2015	12	400	Sử dụng Tàng Bảo đồ		1		
2015	1001	1009	Lưu số ngẫu nhiên nhiệm vụ Dã Tẩu		1		
2015	1010	1020	江湖威望上限(扩充，以后需要扩充在此基础上扩充)				
2015	1021	1021	江湖威望上限(家族趣味竞技)				
2016	1	5	Đấu trường môn phái 		1		
2017	1	3	Tuyển chọn môn phái				
2018			Cẩm nang trợ giúp-Tin tức thời gian kích hoạt trạng thái tĩnh gần nhất		1	0	 -
2019			Cẩm nang trợ giúp-biến lượng đọc tin tức trạng thái tĩnh mới nhất, loại bit		1	1	
2020			Cẩm nang trợ giúp-biến lượng đọc tin tức trạng thái động mới nhất, loại bit		1	1	
2021			Ngân hàng câu hỏi, loại bit		1	0	
2022	1	5	Thuế giao dịch		1		
2023	1	1	OB-hộp thư thông báo				
2023	2	2	Hộp thư chống hack				
2023	3	3	Tạm thời điều chỉnh các thông báo đặc biệt				
2023	4	4	Hộp thư thông báo phần mềm Auto				
2023	5	5	Phóng Ngũ Hành Ấn				
2023	6	6	Hoạt động Nguyên Tiêu (người chơi phản hồi)				
2023	7	7	Hộp thư nhắc nhở lãnh phúc lợi Uy danh				
2023	8	8	Operation terrace-Người chơi toàn server gửi thư				
2024	1	1	(tiểu) Tinh Khí Tán mỗi ngày hạn chế sử dụng 5 bình, log ngày		1		
2024	2	2	(tiểu) Tinh Khí Tán mỗi ngày hạn chế sử dụng 5 bình, log cơ số		1		
2024	3	3	(tiểu) Hoạt Lực Tán mỗi ngày hạn chế sử dụng 5 bình, log ngày		1		
2024	4	4	(tiểu) Hoạt Lực Tán mỗi ngày hạn chế sử dụng 5 bình, log cơ số		1		
2024	5	5	(trung) Tinh Khí Tán mỗi ngày hạn chế sử dụng 5 bình, log ngày		1		
2024	6	6	(trung) Tinh Khí Tán mỗi ngày hạn chế sử dụng 5 bình, log cơ số		1		
2024	7	7	(trung) Hoạt Lực Tán mỗi ngày hạn chế sử dụng 5 bình, log ngày		1		
2024	8	8	(trung) Hoạt Lực Tán mỗi ngày hạn chế sử dụng 5 bình, log cơ số		1		
2024	9	9	(tiểu) Tinh Khí Tán (ưu đãi) hạn chế mỗi ngày lãnh 5 bình, log ngày		1		
2024	10	10	(tiểu) Tinh Khí Tán (ưu đãi) hạn chế mỗi ngày lãnh 5 bình, log cơ số		1		
2024	11	11	(tiểu) Hoạt Lực Tán (ưu đãi) hạn chế mỗi ngày lãnh 5 bình, log ngày		1		
2024	12	12	(tiểu) Hoạt Lực Tán (ưu đãi) hạn chế mỗi ngày lãnh 5 bình, log cơ số		1		
2024	13	13	(đại) Tinh Khí Tán mỗi ngày hạn chế 5 bình, log ngày		1		
2024	14	14	(đại) Tinh Khí Tán mỗi ngày hạn chế 5 bình, log cơ số		1		
2024	15	15	(đại) Hoạt Lực Tán mỗi ngày hạn chế 5 bình, log ngày		1		
2024	16	16	(đại) Hoạt Lực Tán mỗi ngày hạn chế 5 bình, log cơ số		1		
2024	17	17	Sử dụng loại hình rương mở rộng		1		
2024	18	19	Tu Luyện Đơn-hạn chế sử dụng		0		
2024	20	20	Tiểu Tinh Khí Tán-số lần sử dụng thêm		1		
2024	21	21	Tiểu Hoạt Khí Tán-số lần sử dụng thêm		1		
2024	22	22	Sử dụng loại hình rương mở rộng		1		
2024	23	23	福利精活小精气散购买次数		1		
2024	24	24	福利精活小活气散购买次数		1		
2024	25	25	弹一次标记		1		
2024	26	40	弹一次标记		1		
2025	1	1	Đồng khóa		1		
2025	2	2	Độ bền cơ quan		1		
2026			Sử dụng hệ thống hoạt động		1	0	
2027	1	1	Sử dụng cập nhật đột xuất (2008.05.23)		1	0	
2027	2	2	CB-sử dụng phát thưởng hoạt động (2008.06.06 đến 2008.07.06)				
2027	3	3	Sử dụng lãnh phần thưởng di dân (2008.06.24 đến 2008.06.30)				
2027	4	8	Server khuyến mãi căn cứ đăng nhập và đẳng cấp để phát thưởng		1	0	
2027	9	9	Sử dụng cập nhật đột xuất (2008.08.12) (thời gian nếu bị lỗi có thể sử dụng bồi thường)		1	0	
2027	10	10	Sử dụng bồi thường tiền cho Item phổ thông 		1	0	
2027	11	19	Phần thưởng tân thủ, dành cho game thủ phản hồi giai đoạn CB				
2027	20	23	Hoạt động kỷ niệm 20 năm Kim Sơn		1	0	
2027	24	27	Hoạt động giáng sinh-nguyên đán 2008		1	0	
2027	28	50	Hoạt động nguyên tiêu 2009		1	0	
2027	51	51	Hoạt động nguyên tiêu 2009-ném tuyết		1	0	
2027	52	54	Nạp thẻ nhận Lệnh bài Uy danh giang hồ		1	0	
2027	55	55	Trị số cụ thể khi nạp thẻ nhận Lệnh bài uy danh giang hồ		1	0	
2027	56	65	Lễ trồng cây 2009				
2027	66	66	Bồi thường 1 giờ kinh nghiệm cơ bản (2009.04.13 đến 200904.15)	20090515			
2027	67	67	Ký hiệu sửa biến lượng nhiệm vụ thám thính quân doanh ban đầu	20090609			
2027	68	68	Nhận lương bản Phúc Lợi		1		
2027	69	69	Tiêu chí nhận thưởng hệ thống Sứ giả Kiếm Thế bản 09				
2027	70	70	Số lần được dùng đồng mua Hòa Thị Bích				
2027	71	72	Dùng Trứng May Mắn				
2027	73	73	Ký hiệu kích hoạt túi quà hợp tác với Lenovo		1	0	
2027	74	74	Ký hiệu nhận túi quà hợp tác với Lenovo		1	0	
2027	75	75	Nhận Uy danh giang hồ kích hoạt nhân vật				
2027	76	76	Ký hiệu kích hoạt túi quà hợp tác với Pepsi		1	0	
2027	77	77	Ký hiệu nhận túi quà hợp tác với Pepsi		1	0	
2027	80	81	Túi Tân Thủ Võ Lâm thế gia				
2027	82	88	Yêu Bài Võ Lâm thế gia				
2027	89	89	Số lần dùng Bánh trung thu Nguyệt Mãn Tây Lầu (tối đa 100)    		1	0	
2027	90	90	Giãn cách dùng lệnh bài Bổ tu				
2027	91	91	Hòa Thị Bích tăng thời gian các lần (Thời gian giãn cách giữa 2 lần quá 20 ngày sẽ bị mất)				
2027	92	92	Ký hiệu kích hoạt túi quà hợp tác với Dell		1	0	
2027	93	93	Ký hiệu nhận túi quà hợp tác với Dell		1	0	
2027	94	100	Hoạt động Noel năm mới 2009		1	0	
2027	101	112	Trồng cây tháng 6 (Việt Nam)		1	0	
2027	113	113	Số đạo cụ kinh nghiệm sử dụng mỗi ngày		1	0	
2027	114	153	Hoạt động World Cup 2010		1	0	
2027	154	154	Số lần được dùng đồng mua Anh Hùng Lệnh				
2027	155	155	Anh Hùng Lệnh tăng số lần (Thời gian giãn cách giữa 2 lần quá 20 ngày trở về 0)				
2027	156	157	Kích hoạt nạp thẻ		1	0	
2027	157	157	Có thể dùng đồng mua số lần Huy Chương Thịnh Hạ				
2027	158	158	Thời gian tăng số lần Huy Chương Thịnh Hạ (thời gian giãn cách 2 lần hơn 20 ngày sẽ về 0)				
2027	159	159	Có thể dùng đồng mua số lần Tinh Hoa Dịch				
2027	160	160	Thời gian tăng số lần Tinh Hoa Dịch (thời gian giãn cách 2 lần hơn 20 ngày sẽ về 0)				
2027	161	161	Có thể dùng đồng mua số lần Hòa Thị Bích				
2027	162	162	Thời gian tăng số lần Hòa Thị Bích (thời gian giãn cách 2 lần hơn 20 ngày sẽ về 0)				
2027	163	168	Tết trồng cây tháng 9 Việt Nam__Có xung đột		1	0	
2027	164	164	Số lần dùng Đồng mua Bạch Ngọc__Xung đột với phiên bản Việt Nam				
2027	165	165	Thời gian tăng Bạch Ngọc (hai lần cách nhau quá 20 ngày trở về 0)__Xung đột với phiên bản Việt Nam				
2027	169	173	Hoạt động Quốc Khánh 2010		1	0	
2027	174	176	Mở phần thưởng chức năng mới của phiên bản		1	0	
2027	177	177	Số lần mở rương Noel		1	0	
2027	178	189	Thêm tư cách mua đạo cụ_VN		1	0	
2027	190	192	Hoạt động Niên Thú năm mới		1	0	
2027	193	194	Số lần mua túi 24 ô		1	0	
2027	195	202	Thêm tư cách mua đạo cụ_VN		1	0	
2027	203	204	Số lần Tuyết Hồn Lệnh		1	0	
2027	205	210	Thêm tư cách mua đạo cụ_VN		1	0	
2027	211	219	Hoạt động Đoan Ngọ	20110615		1	0
2027	220	221	Rương chứa đồ 4		1	0	
2028	1	3	Đấu trường gia tộc (phó bản)		1	0	
2028	4	4	Ghi chép thời gian tham gia Tống Kim hôm nay		1	0	
2028	5	5	Tổng số trận tham gia thi đấu gia tộc		1	0	
2028	6	6	Số người bị gia tộc đánh bại lần gần nhất		1	0	
2028	7	7	Số liên trảm lớn nhất của gia tộc lần gần nhất 		1	0	
2028	8	8	Gia tộc chiến-Tổng số đánh bại		1	0	
2028	9	9	Đấu đơn-Đánh bại nhiều nhất		1	0	
2028	10	10	Đấu đơn-Liên trảm nhiều nhất		1	0	
2028	11	11	家族古金币变量		1	0	
2028	12	12	上次领取家族药箱的时间				
2028	13	13	高级家族关卡时间（占位）		1	0	
2029	1	1	Online phân phối điểm kỹ năng		1	1	
2029	2	2	Online phân phối điểm kỹ năng		1	1	
2029	3	3	Treo máy lúc đang phân phối điểm gây ra trạng thái		0	0	
2030	1	4	Sử dụng Ốc biển truyền thanh		0	0	1:上次公聊的日期，YYYYMMDD; 2:付费次数*1000+免费次数; 3:上次聊天的级别; 4:跨服聊天次数
2031	1	1	Số lần có thể tiếp tục nhận nhiệm vụ		1		
2032	1	1	Giấy phép bày bán, thời gian tích lũy bày bán		1		
2033	1	1	Bạc khóa		1		
2034	1	1	Số lượng tiêu phí đồng				
2034	2	2	Tích lũy tiêu hao đồng				
2034	3	3	Tích lũy tiêu hao đồng (tháng)				
2034	4	4	Tích lũy tiêu hao đồng (trong tháng)				
2034	5	5	Hoạt động khuyến mãi, tích lũy số lượng đồng tiêu xài		1		
2034	6	6	Sử dụng đủ 500 đồng sẽ trả lại 100 đồng khóa. Số lần đã nhận		1		
2034	7	7	Số lần nhận đồng khóa tháng trước có phải đã tẩy về 0?				
2034	8	8	Tiêu phí đồng trong tháng-Người chơi Thịnh Đại				
2034	9	9	Tiêu phí đồng trong tháng-Người chơi Thịnh Đại				
2034	10	10	Túi Tân Thủ		1	0	
2034	11	11	绑银返还		1	0	
2035			Lưu trạng thái tin tức		1	1	
2036	1	23	Nhiệm vụ thương hội		1	0	
2037	1	40	Hoạt động thu thập danh thiếp		1	0	
2038	1	1	Hoạt động pháo hoa	20090701			
2038	2	5	Hoạt động OB	20090701			
2038	6	8	Tích lũy đến 48 điểm, mỗi ngày sẽ nhận được 30 phút x2 kinh nghiệm, Truyền tống phù, Càn Khôn phù		1		
2038	9	9	Hoạt động pháo hoa Thịnh Hạ 2009	20090901			
2038	10	11	累积充值满15，每天可以领取5个对应等级的菜		1		
2039	1	4	Bách gia bình chọn	20090701			
2039	5	9	Tuyển chọn gia tộc Thịnh Hạ 2009	20091001			
2040	1	4	Nhiệm vụ truy nã		1	0	
2040	5	5	Võ Lâm Mật Tịch (sơ)		1	0	
2040	6	6	Tẩy Tủy Kinh (sơ)		1	0	
2040	7	7	Nhiệm vụ truy nã-biến lượng khi đánh quái của nhiệm vụ rơi ra vật phẩm		1	0	
2040	8	8	Võ Lâm Mật Tịch (trung)		1	0	
2040	9	9	Tẩy Tủy Kinh (trung)		1	0	
2040	10	10	Mật tịch võ lâm cao cấp (Bánh ít thập cẩm)		1	0	
2040	11	11	Tẩy Tủy Kinh cao cấp (Bánh ít bát bảo)		1	0	
2040	12	18	Khu vực x4		1	0	
2040	20	20	Thái Vân Truy Nguyệt (cộng điểm tiềm năng)		1	0	
2040	21	21	Thương Hải Nguyệt Minh (cộng điểm kỹ năng)		1	0	
2040	22	23	Truy Nã		1	0	
2041			Lưu điểm vinh dự		1	0	
2042			Lưu xếp hạng vinh dự		1	0	注：这个任务变量是临时的，之后可能会删
2043	1	101	Nhiệm vụ quân doanh		1	0	
2044	1	11	Đạo cụ quân doanh		1	0	
2045	1	100	Dùng trên Server thể nghiệm				
2046	1	2	Hoạt động Trung Thu		1	0	
2047	1	14	Hoạt động Vương Lão Cát				
2048	1	1	Gia tộc phó bản số lần tham gia mỗi ngày				
2048	2	2	Thi đấu môn phái-số lần tham gia mỗi ngày				
2048	3	3	Đào bảo-số lần tham gia mỗi ngày				
2048	4	4	Nhiệm vụ truy nã-số lần tham gia mỗi ngày 				
2048	5	5	Đoán Hoa Đăng-số lần tham gia mỗi ngày 				
2048	6	6	Tống Kim-số lần tham gia				
2048	7	7	Tổng kinh nghiệm gia công kỹ năng sống				
2048	8	8	Tổng kinh nghiệm chế tạo kỹ năng sống				
2049			Hệ thống chúc phúc		1	0	
2050	1	5	Vượt ải Tiêu Dao cốc		1		
2050	20	40	Khiêu chiến Tiêu Dao Cốc (thẻ)		1		
2050	41	50	Khiêu chiến Tiêu Dao Cốc				
2050	51	52	Đổi bạc không khóa		1	0	
2050	53	53	Mỗi ngày nhận miễn phí dược phẩm Tiêu Dao Cốc		1		
2050	54	54	Độ khó Tiêu Dao Cốc hiện tại		1		
2050	55	65	Tích lũy Tiêu Dao Cốc		1		
2050	66	70	Tiêu Dao Hoàn Thần Đơn		1		
2051			Sử dụng server thể nghiệm dự phòng				
2052	1	8	Võ Lâm Liên Đấu				
2052	9	20	Võ Lâm Liên Đấu cùng Client		1	0	
2052	21	23	武林大会英雄令兑换标记占位		1	0	
2053	1	27	Trang bị tài phú tuần này				
2054	1	1	Thời gian tạo mới điểm vinh dự lần trước		0	0	
2054	2	2	Lưu đẳng cấp Vinh Dự Võ Lâm		1	0	
2054	3	3	Lưu đẳng cấp Vinh Dự Thủ Lĩnh		1	0	
2054	4	4	Lưu đẳng cấp Vinh Dự Tài Phú		1	0	
2054	5	5	Bỏ giá trị tích lũy		1	0	
2054	6	6	Kích hoạt giá trị đồng hành		1	0	
2054	7	7	Thống kê tổng tích lũy rời mạng		1	0	
2055	1	1	Người chơi gửi đồng ở Tiền trang (tổng số)		1		
2055	2	2	Người chơi gửi bạc ở Tiền trang (tổng số)		1	0	
2055	3	3	Người chơi rút đồng hiện tại (tối đa)		1	0	
2055	4	4	Người chơi rút bạc hiện tại (tối đa)		1	0	
2055	5	5	Rút đồng tối đa (thời gian hiệu lực)		1	0	
2055	6	6	Rút bạc tối đa (thời gian hiệu lực)		1	0	
2055	7	7	Đồng chưa có hiệu lực (tối đa)		1	0	
2055	8	8	Bạc chưa có hiệu lực (tối đa)		1	0	
2055	9	9	Log không đủ đồng khóa		0	0	
2055	10	10	Log không đủ bạc khóa		0	0	
2055	11	11	Thời gian rút đồng		0	0	
2055	12	12	Số lượng đồng rút trong ngày		0	0	
2055	13	13	Thời gian rút bạc		0	0	
2055	14	14	Số lượng bạc rút trong ngày		0	0	
2056	1	18	vip chiếm chỗ				
2057	1	1	Log thời gian người chơi có thể trực tiếp lãnh tiền		1		
2058	1	500	Dữ liệu lãnh thổ đồng bộ				
2059	1	5	Lãnh thổ tranh đoạt chiến		1	0	
2059	6	18	Bồi thường nhiệm vụ quân doanh		0	0	
2060	1	1	Thời gian người chơi lãnh thưởng hoạt động tuần này				
2061	1	1	log nhiệm vụ theo dấu-ID nhiệm vụ				
2062	1	3	Log người chơi hiện tại đã kích hoạt các kỹ năng buff		1	1	
2062	4	4	IP đăng nhập lần trước		1	1	
2063	1	1	Thời gian đăng nhập lần trước (OnLogin- trị số này có thể dị thường)		0	0	
2063	2	2	Log ID người chơi liên Server		0	0	
2063	3	3	Tài khoản có bị khóa hay không				
2063	4	4	Chuyển server ghi lại tên cổng thông tin server ban đầu của người chơi		0	0	
2063	5	12	Chuyển server ghi lại vị trí ở server ban đầu của người chơi				
2063	13	15	Lần đăng nhập trước				
2063	16	17	Số ngày đăng nhập trong tháng		0	0	
2063	18	20	Thời gian tích lũy đăng nhập trong ngày		1	0	
2063	21	21	当天登陆的累计时间		1	0	
2063	22	22	上次登录的UI版本		1	0	
2063	23	23	限制仓库取道具权限		1	0	
2063	24	25	体服仓库获取银两				
2064	1	13	Lôi đài (Ném tuyết)		1	0	
2064	14	23	Thi đấu (Thuyền Rồng)		1	0	
2065	1	1	Gộp Server ưu tiên thời gian Tu Luyện Châu lần trước		0	0	
2065	2	2	Người chơi có phải đã lãnh bồi thường thời gian luyện công sau khi gộp server?		0	0	
2065	3	3	Bồi thường thời gian luyện công cho người chơi sau khi gộp server		0	0	
2065	4	4	合服之后玩家物品补偿		0	0	
2066			Số lần vào Tàng bảo đồ		1		
2067	1	1	Thời gian Sư đồ tham gia Bạch Hổ Đường (số lần)		0	0	
2067	2	2	Thời gian Sư đồ tham gia Tống Kim (số lần)		0	0	
2067	3	3	Thời gian Sư đồ tham gia Lôi đài môn phái (số lần)		0	0	
2067	4	4	Thời gian Sư đồ tham gia truy nã (số lần)		0	0	
2067	5	5	Thời gian Sư đồ tham gia Nhiệm vụ nghĩa quân(số lần)		0	0	
2067	6	6	Sư đồ truyền công tuần này (số lần)		0	0	
2067	7	7	Thời gian người chơi truyền công lần trước		0	0	
2067	8	9	Hạn chế sử dụng Tu Luyện Hoàn (8 biểu thị thời gian người chơi sử dụng Tu Luyện Hoàn, 9 biểu thị số lần người chơi sừ dụng Tu Luyện Hoàn trong ngày hôm đó)		0	0	
2067	10	11	Số lần xin bái sư trong ngày		1	0	
2067	12	12	Ngày nhận buff sư đồ lần trước của đệ tử		1	0	
2067	13	13	Ghi chép số quan hệ xuất sư		1	0	
2069	1	5	Hoạt động Quốc khánh 2009 (thu thập thẻ)		1	0	
2069	6	61	56 thẻ dân tộc hoạt động Quốc khánh 2009 (thu thập thẻ)		1	0	
2069	70	71	56 thẻ dân tộc hoạt động Quốc khánh 2009 (thu thập thẻ)		1	0	
2069	72	74	Trung thu 2009 bắt thỏ		1	0	
2069	75	78	Bắt thỏ ngọc 2010		1	0	
2069	79	82	Ăn bánh trung thu 2010		1	0	
2070	1	5	Hệ thống quảng cáo viên		0	0	
2070	6	6	Hệ thống quảng cáo viên		1	0	
2070	7	10	Hệ thống quảng cáo viên		0	0	
2080	1	1	Bạc khóa đổi bạc không khóa		1	0	
2081	1	1	Biến lượng nhiệm vụ bang hội				
2081	2	5	Hạn chế sử dụng Thỏi bạc bang hội		1	0	
2525	2	2	Đã bỏ-xin đừng sử dụng		1	1	
2082	1	5	Mời người chơi cũ quay lại, log tin tức hoàn thành nhiệm vụ		1	0	
2082	6	8	Mời người chơi cũ quay lại, ký hiệu người chơi cũ		1	0	
2082	9	13	Hoạt động mời người chơi cũ quay lại, nhận lời chúc phúc của những người chơi thường Online		1	0	
2082	14	14	Mời người chơi cũ quay lại, số lần người chơi cũ nhận chúc phúc		1	0	
2082	15	16	Mời người chơi cũ quay lại, (15 người chơi cũ lập tức rời khỏi gia tộc, 16 người chơi cũ sẽ gia nhập gia tộc)		1	0	
2082	17	17	Mời người chơi cũ quay lại, có phải đã có quan hệ người mời		1	0	
2082	18	18	Mời người chơi cũ quay lại, thời gian thành lập quan hệ người mời		1	0	
2082	19	26	log lãnh thưởng người chơi cũ quay lại		0	0	
2083	1	1	Tích lũy tháng lãnh lần trước				
2083	2	2	Số lần đã lãnh qua				
2083	3	3	Người chơi VIP đổi tích lũy tháng thứ 1 còn dư		1		
2083	4	4	Người chơi VIP đổi tích lũy tháng thứ 2 còn dư		1		
2083	5	5	Người chơi VIP đổi tích lũy tháng thứ 3 còn dư		1		
2083	6	6	Người chơi VIP đổi tích lũy tháng thứ 4 còn dư		1		
2083	7	11	VIP hoàn trả tháng 12/2009		0		
2084	1	10	Liên quan việc Võ Lâm chuyển Kiếm Thế		1	0	
2085	1	1	Kéo dài tách trang bị		0	0	
2085	2	2	Kéo dài tách đồng hành		0	0	
2085	3	3	Kéo dài xóa đồng hành		0	0	
2085	4	4	Kéo dài mở khóa trang bị đồng hành		0	0	
2085	5	5	Chân nguyên hoãn mở khóa		1	0	
2085	6	6	宝石延迟解绑		1	0	
2085	7	7	宝石延迟拆解		1	0	
2085	8	8	护体真元转化		1	0	
2085	9	10	绑定银行		0		
2086	1	10	Liên quan Bách Bảo Rương		1	0	
2087	1	20	Thời gian tiếp nhận của Client Script Hộp thư		1	1	
2088			Biến lượng trạng thái Client Script Hộp thư		1	1	
2089	1	20	Số thứ tự Client Script Hộp thư đối ứng		1	1	
2090	1	1	Tự động hủy thời gian cấm nói				
2090	2	2	Tự động hủy chức năng thiên lao				
2091			Sử dụng Chỉ lệnh Online bản Ma Lai				
2091	1	1	(Mã Lai) biểu tượng  kích hoạt "Lễ bao Tân thủ"		1	0	
2091	2	2	(Mã Lai) biểu tượng  kích hoạt "Vật phẩm Tân thủ"		1	0	
2091	3	3	Đài Loan- ký hiệu nhận vật phẩm lãnh thổ		1	0	
2091	4	4	买来跨服宋金		1	0	
2092			Sử dụng Chỉ lệnh Online bản Snda				
2092	1	1	Kinh nghiệm cơ bản phiên bản Thịnh Đại tặng	20090731			
2092	2	2	Bản Thịnh Đại_Trao tặng Bạch Câu Hoàn	20090731			
2092	3	3	Bản Thịnh Đại_1/6 tặng mặt nạ	20090731			
2092	4	4	[Thông dụng] Kênh vận hành chỉ lệnh tặng kinh nghiệm				
2092	5	5	[Thông dụng] Kênh vận hành chỉ lệnh tặng Bạch Câu Hoàn				
2092	6	6	[Thông dụng] Kênh vận hành chỉ lệnh tặng cường hóa giảm 20%				
2092	7	7	Bản Snda thăng cấp tặng kinh nghiệm	20090831			
2092	8	10	Sử dụng Script Bản Snda				
2093			Sử dụng Chỉ lệnh Online bản Kingsoft				
2093	1	1	Ghi chép sửa nhận thưởng Tiêu Dao Lục	20090731			
2093	2	2	Hợp khu thất bại bồi thường 3 giờ thời gian Bạch Câu	20090731			
2093	3	3	Hợp khu thất bại bồi thường đồng đã giao dịch	20090731			
2093	4	4	Ghi chép sửa nhận thưởng Tiêu Dao Lục	20090731			
2093	5	8	Biến lượng hoạt động trực tuyến	20090830			
2093	9	9	Bá Chủ Ấn sửa trực tuyến	20090728			
2093	10	10	Phiên bản Kingsoft online sửa lỗi mỹ nữ hack hoa hồng khấu trừ ký hiệu	20091220			
2093	11	11	Phiên bản Kingsoft online sửa lỗi mỹ nữ hack hoa hồng khấu trừ giá trị còn dư	20091220			
2093	12	12	Phiên bản Kingsoft online sửa lỗi mỹ nữ hack hoa hồng khấu trừ người trơi trong sạch	20091220			
2093	13	13	Bản KingSoft Quốc khánh cuồng nhiệt				
2093	14	14	Thưởng bồi thường Đại Hội Võ Lâm				
2093	15	15	Thưởng thêm bồi thường Đại Hội Võ Lâm				
2093	16	17	Phiên bản OB biến lượng pháo hoa quá hạn thay đổi				
2093	18	18	Sửa bug hoạt động Tết 2010				
2093	19	20	2010-Túi tiền Thanh Minh				
2093	21	21	Tuyển chọn mỹ nữ Đại Hội Võ Lâm				
2093	22	22	Biến lượng nhiệm vụ bồi thường Võ lâm liên đấu				
2093	23	23	Giãn cách giữa 2 lần đăng giá giao dịch đồng (chính thức)				
2093	25	25	Bồi thường gộp server Sina				
2093	26	26	Hoàn trả túi quà tháng Duba				
2093	27	27	Hạn chót nhận túi quà đặc biệt				
2093	28	30	Rút thưởng năm 2011				
2093	31	31	Số lần chỉnh sửa bug Dạ Lam Quan				
2093	32	32	Ghi chép bồi thường ủy thác rời mạng gộp server				
2093	33	35	Phục hồi người chơi cũ trở về				
2093	36	36	Phần thưởng bồi thường Lệnh bài võ lâm liên đấu				
2093	37	37	Nhận sức chiến đấu Lâu Lan Cổ Thành				
2093	38	42	Hoạt động kinh nghiệm máy chủ xanh				
2093	43	44	Vật phẩm hoạt động Tinh Anh Đoan Ngọ 				
2093	45	46	联赛奖励bug修复				
2093	47	48	石头bug修复				
2093	49	49	家园种树修复				
2093	50	60	光棍节活动				
2093	61	61	新旧UI切换提示				
2093	62	62	侠义值修复				
2093	63	63	新服活动修复				
2093	64	64	老玩家修复				
2093	65	66	2012愚人节活动				
2093	67	67	清明节活动				
2093	68	68	2012六一节活动				
2094	1	12	Thống kê những người chơi bị lỗi				
2094	50	69	Ghi chép tổng số lần nhân vật tham gia hoạt động				
2095	1	512	Hoạt động tuyển chọn mỹ nữ	20091001			
2095	513	514	Kỹ năng buf tuyển chọn mỹ nữ				
2096			Bảng hệ thống hoạt động				
